Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Carnitine Metabolic Process (GO:0009437)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	CPT1A
Ganglion Development (GO:0061548)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	SEMA3A
Positive Regulation of Platelet Aggregation (GO:1901731)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	EMILIN2
Positive Regulation of Acrosome Reaction (GO:2000344)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	PLA2G10
Myelin Assembly (GO:0032288)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	NCMAP
Positive Regulation of Cell Morphogenesis (GO:0010770)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	SS18L1
Positive Regulation of Defense Response to Bacterium (GO:1900426)	1/9	0.01950419587604169	0.1288886951647646	0	0	58.58108108108108	230.64107771571074	EMILIN2
cGMP Metabolic Process (GO:0046068)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	NPPB
Positive Regulation of Hemostasis (GO:1900048)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	EMILIN2
Regulation of Short-Term Neuronal Synaptic Plasticity (GO:0048172)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	SHISA6
Positive Regulation of Lipid Localization (GO:1905954)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	PLA2G10
Ubiquitin-Dependent Protein Catabolic Process via the C-end Degron Rule Pathway (GO:0140627)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	KLHDC1
Actin Crosslink Formation (GO:0051764)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	BAIAP2L1
Motor Neuron Axon Guidance (GO:0008045)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	SEMA3A
Negative Regulation of Systemic Arterial Blood Pressure (GO:0003085)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	NPPB
Sphingomyelin Metabolic Process (GO:0006684)	1/10	0.021648333917121856	0.1288886951647646	0	0	52.069069069069066	199.57172248464565	SGMS1
Negative Regulation of Growth (GO:0045926)	2/105	0.022050491789062713	0.1288886951647646	0	0	9.30151024811219	35.479870199174954	NPPB;GNG4
Fatty Acid Transmembrane Transport (GO:1902001)	1/11	0.02378790680538565	0.1288886951647646	0	0	46.85945945945946	175.18774164323773	CPT1A
Regulation of Tube Diameter (GO:0035296)	1/11	0.02378790680538565	0.1288886951647646	0	0	46.85945945945946	175.18774164323773	NPPB
N-terminal Protein Amino Acid Modification (GO:0031365)	1/11	0.02378790680538565	0.1288886951647646	0	0	46.85945945945946	175.18774164323773	NTMT2
Vascular Process in Circulatory System (GO:0003018)	1/11	0.02378790680538565	0.1288886951647646	0	0	46.85945945945946	175.18774164323773	NPPB
Myelination in Peripheral Nervous System (GO:0022011)	1/11	0.02378790680538565	0.1288886951647646	0	0	46.85945945945946	175.18774164323773	NCMAP
Negative Regulation of Cell Growth (GO:0030308)	2/111	0.024454701620881345	0.1288886951647646	0	0	8.786442405708462	32.605897197533885	NPPB;GNG4
Low-Density Lipoprotein Particle Remodeling (GO:0034374)	1/12	0.02592292392569664	0.1288886951647646	0	0	42.597051597051596	155.59116668640436	PLA2G10
Regulation of Acrosome Reaction (GO:0060046)	1/12	0.02592292392569664	0.1288886951647646	0	0	42.597051597051596	155.59116668640436	PLA2G10
Positive Regulation of Coagulation (GO:0050820)	1/12	0.02592292392569664	0.1288886951647646	0	0	42.597051597051596	155.59116668640436	EMILIN2
Body Fluid Secretion (GO:0007589)	1/12	0.02592292392569664	0.1288886951647646	0	0	42.597051597051596	155.59116668640436	NPPB
Positive Regulation of Defense Response (GO:0031349)	2/115	0.026114702941880407	0.1288886951647646	0	0	8.473451327433628	30.887906004350732	CPT1A;EMILIN2
Positive Regulation of Myelination (GO:0031643)	1/13	0.02805339466534132	0.13383876073581522	0	0	39.04504504504504	139.53315469203548	NCMAP
Neuron Projection Guidance (GO:0097485)	2/120	0.028252513318670753	0.13383876073581522	0	0	8.1120527306968	28.932227094518623	SEMA3A;PLA2G10
Sympathetic Nervous System Development (GO:0048485)	1/14	0.030179328401213235	0.13383876073581522	0	0	36.03950103950104	126.15980810691	SEMA3A
Regulation of Leukocyte Activation (GO:0002694)	1/14	0.030179328401213235	0.13383876073581522	0	0	36.03950103950104	126.15980810691	PLA2G10
Positive Regulation of Secretion (GO:0051047)	1/14	0.030179328401213235	0.13383876073581522	0	0	36.03950103950104	126.15980810691	NPPB
Secretion (GO:0046903)	1/14	0.030179328401213235	0.13383876073581522	0	0	36.03950103950104	126.15980810691	NPPB
Positive Regulation of Dendrite Morphogenesis (GO:0050775)	1/14	0.030179328401213235	0.13383876073581522	0	0	36.03950103950104	126.15980810691	SS18L1
Positive Regulation of Homotypic Cell-Cell Adhesion (GO:0034112)	1/15	0.03230073450410484	0.13539759942816548	0	0	33.463320463320464	114.86837927661347	EMILIN2
Carbohydrate Derivative Transport (GO:1901264)	1/15	0.03230073450410484	0.13539759942816548	0	0	33.463320463320464	114.86837927661347	PLA2G10
Prot Transport to Vacuole Inv in Ub-dep Prot Cat Proc via Multivsiclr Bdy Sorting Pway (GO:0043328)	1/15	0.03230073450410484	0.13539759942816548	0	0	33.463320463320464	114.86837927661347	STAM2
Negative Regulation of Blood Pressure (GO:0045776)	1/15	0.03230073450410484	0.13539759942816548	0	0	33.463320463320464	114.86837927661347	NPPB
Positive Regulation of Lipid Storage (GO:0010884)	1/16	0.034417622309826146	0.14042389902409066	0	0	31.230630630630632	105.22182127221244	PLA2G10
Axon Extension (GO:0048675)	1/16	0.034417622309826146	0.14042389902409066	0	0	31.230630630630632	105.22182127221244	SEMA3A
Axon Guidance (GO:0007411)	2/136	0.035543836379093384	0.14311070963161282	0	0	7.13681592039801	23.81547277212142	SEMA3A;PLA2G10
cGMP-mediated Signaling (GO:0019934)	1/17	0.03653000116850972	0.14331000458415352	0	0	29.277027027027028	96.89587535817198	NPPB
Cyclic Nucleotide Biosynthetic Process (GO:0009190)	1/17	0.03653000116850972	0.14331000458415352	0	0	29.277027027027028	96.89587535817198	NPPB
Intracellular Lipid Transport (GO:0032365)	1/18	0.03863788040054835	0.14966065066541515	0	0	27.553259141494436	89.64513826579348	CPT1A
Negative Regulation of Double-Strand Break Repair via Homologous Recombination (GO:2000042)	1/19	0.04074126931147098	0.1539114618433348	0	0	26.02102102102102	83.28063458518245	RMI2
Positive Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010744)	1/19	0.04074126931147098	0.1539114618433348	0	0	26.02102102102102	83.28063458518245	PLA2G10
Positive Regulation of Response to External Stimulus (GO:0032103)	2/148	0.04143876715550208	0.15463735060467848	0	0	6.545662100456621	20.838366856953368	CPT1A;EMILIN2
Phosphatidylserine Metabolic Process (GO:0006658)	1/20	0.04284017719142921	0.15606064548306356	0	0	24.650071123755335	77.65459887786434	PLA2G10
Positive Regulation of Blood Coagulation (GO:0030194)	1/20	0.04284017719142921	0.15606064548306356	0	0	24.650071123755335	77.65459887786434	EMILIN2
Regulation of Systemic Arterial Blood Pressure (GO:0003073)	1/21	0.04493461331612857	0.15675320414822097	0	0	23.416216216216217	72.64990864062315	NPPB
Negative Regulation of Cell Communication (GO:0010648)	1/21	0.04493461331612857	0.15675320414822097	0	0	23.416216216216217	72.64990864062315	KIF26A
Establishment of Protein Localization to Vacuole (GO:0072666)	1/22	0.047024586940108595	0.15675320414822097	0	0	22.2998712998713	68.17259508784146	STAM2
Phosphatidylethanolamine Metabolic Process (GO:0046337)	1/22	0.047024586940108595	0.15675320414822097	0	0	22.2998712998713	68.17259508784146	PLA2G10
Positive Regulation of Nervous System Process (GO:0031646)	1/22	0.047024586940108595	0.15675320414822097	0	0	22.2998712998713	68.17259508784146	NCMAP
Regulation of Lipid Storage (GO:0010883)	1/22	0.047024586940108595	0.15675320414822097	0	0	22.2998712998713	68.17259508784146	PLA2G10
Regulation of Neuron Projection Development (GO:0010975)	2/159	0.04714302964069102	0.15675320414822097	0	0	6.083156404812455	18.581421673048144	KIF26A;SEMA3A
Phosphatidylglycerol Metabolic Process (GO:0046471)	1/23	0.04911010730537683	0.15675320414822097	0	0	21.285012285012286	64.14643748378393	PLA2G10
Regulation of Platelet Aggregation (GO:0090330)	1/23	0.04911010730537683	0.15675320414822097	0	0	21.285012285012286	64.14643748378393	EMILIN2
Long-Chain Fatty Acid Transport (GO:0015909)	1/24	0.0511911836384391	0.15675320414822097	0	0	20.35840188014101	60.508996878191496	CPT1A
Glycerophospholipid Catabolic Process (GO:0046475)	1/24	0.0511911836384391	0.15675320414822097	0	0	20.35840188014101	60.508996878191496	PLA2G10
Negative Chemotaxis (GO:0050919)	1/24	0.0511911836384391	0.15675320414822097	0	0	20.35840188014101	60.508996878191496	SEMA3A
Regulation of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	1/24	0.0511911836384391	0.15675320414822097	0	0	20.35840188014101	60.508996878191496	KIF26A
Regulation of Chromosome Segregation (GO:0051983)	1/24	0.0511911836384391	0.15675320414822097	0	0	20.35840188014101	60.508996878191496	RMI2
Extracellular Matrix Organization (GO:0030198)	2/167	0.05146273322516473	0.15675320414822097	0	0	5.785521885521885	17.165049608101995	HPSE2;TLL1
Generation of Neurons (GO:0048699)	2/167	0.05146273322516473	0.15675320414822097	0	0	5.785521885521885	17.165049608101995	WNT10A;SEMA3A
Cardiac Conduction System Development (GO:0003161)	1/25	0.05326782512305951	0.15675320414822097	0	0	19.50900900900901	57.208662556382016	NPPB
Regulation of Myelination (GO:0031641)	1/25	0.05326782512305951	0.15675320414822097	0	0	19.50900900900901	57.208662556382016	NCMAP
Late Endosome to Vacuole Transport via Multivesicular Body Sorting Pathway (GO:0032511)	1/25	0.05326782512305951	0.15675320414822097	0	0	19.50900900900901	57.208662556382016	STAM2
Regulation of Dendrite Morphogenesis (GO:0048814)	1/26	0.05534004097796487	0.15675320414822097	0	0	18.72756756756757	54.20242281807807	SS18L1
Phospholipid Biosynthetic Process (GO:0008654)	1/26	0.05534004097796487	0.15675320414822097	0	0	18.72756756756757	54.20242281807807	SGMS1
Axonogenesis (GO:0007409)	2/175	0.055919859216233735	0.15675320414822097	0	0	5.515414258188825	15.905548530619935	SEMA3A;PLA2G10
Protein Methylation (GO:0006479)	1/27	0.05740784035331484	0.15675320414822097	0	0	18.006237006237008	51.45416179165278	NTMT2
Negative Regulation of Signaling (GO:0023057)	1/27	0.05740784035331484	0.15675320414822097	0	0	18.006237006237008	51.45416179165278	KIF26A
Regulation of Neuron Migration (GO:2001222)	1/28	0.0594712324012271	0.15675320414822097	0	0	17.33833833833834	48.93334335997105	KIF26A
Regulation of Blood Coagulation (GO:0030193)	1/28	0.0594712324012271	0.15675320414822097	0	0	17.33833833833834	48.93334335997105	EMILIN2
Dorsal/Ventral Pattern Formation (GO:0009953)	1/28	0.0594712324012271	0.15675320414822097	0	0	17.33833833833834	48.93334335997105	TLL1
Phospholipid Dephosphorylation (GO:0046839)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	PLPPR3
Pyroptotic Inflammatory Response (GO:0070269)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	GSDMA
Regulation of Macrophage Activation (GO:0043030)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	PLA2G10
Actin Filament Bundle Assembly (GO:0051017)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	BAIAP2L1
Morphogenesis of an Epithelium (GO:0002009)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	WNT10A
Response to Transforming Growth Factor Beta (GO:0071559)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	WNT10A
Regulation of Cholesterol Efflux (GO:0010874)	1/29	0.06153022626575742	0.15675320414822097	0	0	16.71814671814672	46.61398373803205	PLA2G10
Negative Regulation of Double-Strand Break Repair (GO:2000780)	1/30	0.06358483105222318	0.15675320414822097	0	0	16.140726933830383	44.473841707962976	RMI2
Mesenchymal Cell Migration (GO:0090497)	1/30	0.06358483105222318	0.15675320414822097	0	0	16.140726933830383	44.473841707962976	SEMA3A
Actin Filament Bundle Organization (GO:0061572)	1/30	0.06358483105222318	0.15675320414822097	0	0	16.140726933830383	44.473841707962976	BAIAP2L1
Multivesicular Body Assembly (GO:0036258)	1/30	0.06358483105222318	0.15675320414822097	0	0	16.140726933830383	44.473841707962976	STAM2
Regulation of Neuronal Synaptic Plasticity (GO:0048168)	1/30	0.06358483105222318	0.15675320414822097	0	0	16.140726933830383	44.473841707962976	SHISA6
Dendrite Morphogenesis (GO:0048813)	1/30	0.06358483105222318	0.15675320414822097	0	0	16.140726933830383	44.473841707962976	FARP1
Regulation of Angiogenesis (GO:0045765)	2/189	0.06403317162917524	0.15675320414822097	0	0	5.098336304218657	14.012033093280731	NPPB;EMILIN2
Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010743)	1/31	0.0656350558611465	0.1573540351442034	0	0	15.601801801801802	42.49377473625065	PLA2G10
Multivesicular Body Organization (GO:0036257)	1/31	0.0656350558611465	0.1573540351442034	0	0	15.601801801801802	42.49377473625065	STAM2
Regulation of Signal Transduction (GO:0009966)	2/192	0.06582129574659489	0.1573540351442034	0	0	5.0169590643274855	13.650201670412129	GNG4;KIF26A
Ub-dep Prot Cat Proc via Multivsiclr Bdy Sorting Pway (GO:0043162)	1/32	0.06768090977988334	0.15803744422255858	0	0	15.097646033129903	40.657222815422784	STAM2
Neuron Projection Extension (GO:1990138)	1/32	0.06768090977988334	0.15803744422255858	0	0	15.097646033129903	40.657222815422784	SEMA3A
Regulation of Cell Migration (GO:0030334)	3/433	0.06817619115877528	0.15803744422255858	0	0	3.372358803986711	9.05700873519064	KIF26A;SEMA3A;EMILIN2
Regulation of Cell Growth (GO:0001558)	2/198	0.06944780653125603	0.15803744422255858	0	0	4.861678004535148	12.966969337190312	NPPB;GNG4
Positive Regulation of Macromolecule Metabolic Process (GO:0010604)	1/33	0.0697224018628935	0.15803744422255858	0	0	14.625	38.94979152864367	PLA2G10
Neural Crest Cell Migration (GO:0001755)	1/33	0.0697224018628935	0.15803744422255858	0	0	14.625	38.94979152864367	SEMA3A
Blood Vessel Diameter Maintenance (GO:0097746)	1/33	0.0697224018628935	0.15803744422255858	0	0	14.625	38.94979152864367	NPPB
Phosphatidic Acid Metabolic Process (GO:0046473)	1/34	0.07175954115644899	0.15911898256429993	0	0	14.180999180999182	37.3589128543233	PLA2G10
Positive Regulation of Reproductive Process (GO:2000243)	1/34	0.07175954115644899	0.15911898256429993	0	0	14.180999180999182	37.3589128543233	PLA2G10
Semaphorin-Plexin Signaling Pathway (GO:0071526)	1/34	0.07175954115644899	0.15911898256429993	0	0	14.180999180999182	37.3589128543233	SEMA3A
DNA Recombination (GO:0006310)	1/36	0.07582079749046233	0.1633884790991653	0	0	13.36911196911197	34.484055468956825	RMI2
Negative Regulation of DNA Recombination (GO:0045910)	1/36	0.07582079749046233	0.1633884790991653	0	0	13.36911196911197	34.484055468956825	RMI2
Regulation of Axon Extension (GO:0030516)	1/36	0.07582079749046233	0.1633884790991653	0	0	13.36911196911197	34.484055468956825	SEMA3A
Regulation of Chromosome Organization (GO:0033044)	1/36	0.07582079749046233	0.1633884790991653	0	0	13.36911196911197	34.484055468956825	RMI2
Odontogenesis (GO:0042476)	1/37	0.0778449325155028	0.16512576842939902	0	0	12.996996996996996	33.18180740853926	WNT10A
Visual System Development (GO:0150063)	1/38	0.0798647507436309	0.16512576842939902	0	0	12.64499634769905	31.95922540320713	SIX6
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	1/38	0.0798647507436309	0.16512576842939902	0	0	12.64499634769905	31.95922540320713	SGMS1
Ceramide Biosynthetic Process (GO:0046513)	1/38	0.0798647507436309	0.16512576842939902	0	0	12.64499634769905	31.95922540320713	SGMS1
Positive Regulation of Actin Filament Polymerization (GO:0030838)	1/38	0.0798647507436309	0.16512576842939902	0	0	12.64499634769905	31.95922540320713	BAIAP2L1
Regulation of Apoptotic Signaling Pathway (GO:2001233)	1/38	0.0798647507436309	0.16512576842939902	0	0	12.64499634769905	31.95922540320713	SGMS1
Collagen Fibril Organization (GO:0030199)	1/40	0.08389147264762745	0.17000523596141723	0	0	11.995148995148995	29.726753781151203	TLL1
Neural Crest Cell Development (GO:0014032)	1/40	0.08389147264762745	0.17000523596141723	0	0	11.995148995148995	29.726753781151203	SEMA3A
Arachidonate Metabolic Process (GO:0019369)	1/40	0.08389147264762745	0.17000523596141723	0	0	11.995148995148995	29.726753781151203	PLA2G10
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	1/41	0.08589839418288461	0.17068122480495254	0	0	11.694594594594594	28.70543663225907	NPPB
Positive Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901224)	1/41	0.08589839418288461	0.17068122480495254	0	0	11.694594594594594	28.70543663225907	C1QTNF4
Blood Circulation (GO:0008015)	1/41	0.08589839418288461	0.17068122480495254	0	0	11.694594594594594	28.70543663225907	NPPB
Membrane Fission (GO:0090148)	1/42	0.08790103463851813	0.17301394521439012	0	0	11.40870138431114	27.740756018742356	STAM2
Positive Regulation of Innate Immune Response (GO:0045089)	1/43	0.08989940290551643	0.17301394521439012	0	0	11.136422136422137	26.82835342701686	CPT1A
Membrane Lipid Biosynthetic Process (GO:0046467)	1/43	0.08989940290551643	0.17301394521439012	0	0	11.136422136422137	26.82835342701686	SGMS1
Unsaturated Fatty Acid Metabolic Process (GO:0033559)	1/43	0.08989940290551643	0.17301394521439012	0	0	11.136422136422137	26.82835342701686	PLA2G10
Positive Regulation of Wound Healing (GO:0090303)	1/43	0.08989940290551643	0.17301394521439012	0	0	11.136422136422137	26.82835342701686	EMILIN2
Lipid Metabolic Process (GO:0006629)	2/233	0.09183105947341397	0.17465474161259437	0	0	4.116642616642617	9.829738588605526	CPT1A;PLPPR3
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	1/44	0.09189350784192056	0.17465474161259437	0	0	10.876807039597738	25.964296871451754	TET3
Icosanoid Metabolic Process (GO:0006690)	1/45	0.09388335830608595	0.1762472861451675	0	0	10.628992628992629	25.145030569250654	PLA2G10
Lipid Modification (GO:0030258)	1/45	0.09388335830608595	0.1762472861451675	0	0	10.628992628992629	25.145030569250654	PLPPR3
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961)	1/46	0.0958689631121941	0.17887745556299633	0	0	10.392192192192192	24.36733153328991	C1QTNF4
Negative Regulation of Cell Projection Organization (GO:0031345)	1/47	0.09785033110637341	0.1814678867790925	0	0	10.165687426556993	23.62827198320313	SEMA3A
Ceramide Metabolic Process (GO:0006672)	1/48	0.09982747104300838	0.18291740203090157	0	0	9.94882116158712	22.925186720920593	SGMS1
Neuron Migration (GO:0001764)	1/48	0.09982747104300838	0.18291740203090157	0	0	9.94882116158712	22.925186720920593	SEMA3A
Cardiac Muscle Tissue Development (GO:0048738)	1/49	0.10180039172859191	0.18542214207707813	0	0	9.74099099099099	22.255644681606107	NPPB
Negative Regulation of Neuron Projection Development (GO:0010977)	1/50	0.10376910190943715	0.18788961647507554	0	0	9.541643684500828	21.617424100426437	SEMA3A
Negative Regulation of Response to Stimulus (GO:0048585)	1/52	0.10769392571047774	0.19384906627885995	0	0	9.16640169581346	20.4269787404022	KIF26A
Eye Development (GO:0001654)	1/54	0.11160201217507867	0.1974000908992721	0	0	8.819479857215706	19.33949829725842	SIX6
Phosphatidylcholine Metabolic Process (GO:0046470)	1/54	0.11160201217507867	0.1974000908992721	0	0	8.819479857215706	19.33949829725842	PLA2G10
Positive Regulation of Neurogenesis (GO:0050769)	1/54	0.11160201217507867	0.1974000908992721	0	0	8.819479857215706	19.33949829725842	SS18L1
Phospholipid Transport (GO:0015914)	1/57	0.11743291122658592	0.2053398333447731	0	0	8.345559845559846	17.875255126981184	PLA2G10
Neurogenesis (GO:0022008)	1/57	0.11743291122658592	0.2053398333447731	0	0	8.345559845559846	17.875255126981184	NTN5
Glycerophospholipid Metabolic Process (GO:0006650)	1/59	0.1212994575934933	0.21089564786141446	0	0	8.056849953401677	16.995868052267376	PLA2G10
Amide Biosynthetic Process (GO:0043604)	1/60	0.12322654067317211	0.21303571438412805	0	0	7.9198350893266145	16.582002843891985	SGMS1
Canonical Wnt Signaling Pathway (GO:0060070)	1/63	0.1289831323187382	0.22049630441080387	0	0	7.5353095030514385	15.43286876537253	WNT10A
Skin Development (GO:0043588)	1/63	0.1289831323187382	0.22049630441080387	0	0	7.5353095030514385	15.43286876537253	WNT10A
Phospholipid Metabolic Process (GO:0006644)	1/64	0.13089380542486462	0.22160802399261056	0	0	7.415272415272415	15.077984537765367	PLPPR3
Regulation of Double-Strand Break Repair via Homologous Recombination (GO:0010569)	1/65	0.13280039735096497	0.22160802399261056	0	0	7.298986486486487	14.735982573267515	RMI2
Regulation of Actin Filament Polymerization (GO:0030833)	1/65	0.13280039735096497	0.22160802399261056	0	0	7.298986486486487	14.735982573267515	BAIAP2L1
Neuropeptide Signaling Pathway (GO:0007218)	1/65	0.13280039735096497	0.22160802399261056	0	0	7.298986486486487	14.735982573267515	NPPB
Positive Regulation of Protein Polymerization (GO:0032273)	1/66	0.13470291654452798	0.22160802399261056	0	0	7.186278586278586	14.406214422002781	BAIAP2L1
Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901222)	1/66	0.13470291654452798	0.22160802399261056	0	0	7.186278586278586	14.406214422002781	C1QTNF4
Positive Regulation of Cytoskeleton Organization (GO:0051495)	1/66	0.13470291654452798	0.22160802399261056	0	0	7.186278586278586	14.406214422002781	BAIAP2L1
Positive Regulation of Interleukin-6 Production (GO:0032755)	1/67	0.13660137148263984	0.22234053017919037	0	0	7.076986076986077	14.088073324400426	C1QTNF4
Gland Development (GO:0048732)	1/67	0.13660137148263984	0.22234053017919037	0	0	7.076986076986077	14.088073324400426	WNT10A
Positive Regulation of Secretion by Cell (GO:1903532)	1/68	0.138495770623032	0.22423124767538516	0	0	6.970956030657523	13.780990962963202	PLA2G10
