Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
G Beta Gamma Signalling Through CDC42	1/18	0.03863788040054835	0.21118814477311218	0	0	27.553259141494436	89.64513826579348	GNG4
Prostacyclin Signalling Through Prostacyclin Receptor	1/18	0.03863788040054835	0.21118814477311218	0	0	27.553259141494436	89.64513826579348	GNG4
Signaling by Rho GTPases	4/589	0.0387679338341286	0.21118814477311218	0	0	3.37114127702363	10.956754673879562	FARP1;BAIAP2L1;FAM169A;STAM2
Negative Regulation of MET Activity	1/19	0.04074126931147098	0.21118814477311218	0	0	26.02102102102102	83.28063458518245	STAM2
G Beta Gamma Signalling Through PLC Beta	1/19	0.04074126931147098	0.21118814477311218	0	0	26.02102102102102	83.28063458518245	GNG4
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	4/601	0.041264108823615295	0.21118814477311218	0	0	3.301014878313134	10.522850426275056	FARP1;BAIAP2L1;FAM169A;STAM2
HS-GAG Degradation	1/20	0.04284017719142921	0.21118814477311218	0	0	24.650071123755335	77.65459887786434	HPSE2
Presynaptic Function of Kainate Receptors	1/20	0.04284017719142921	0.21118814477311218	0	0	24.650071123755335	77.65459887786434	GNG4
ADP Signalling Through P2Y Purinoceptor 12	1/21	0.04493461331612857	0.21118814477311218	0	0	23.416216216216217	72.64990864062315	GNG4
G-protein Activation	1/21	0.04493461331612857	0.21118814477311218	0	0	23.416216216216217	72.64990864062315	GNG4
RAC1 GTPase Cycle	2/156	0.045559778150942094	0.21118814477311218	0	0	6.202741702741703	19.15859444027961	FARP1;BAIAP2L1
Acyl Chain Remodelling of PS	1/22	0.047024586940108595	0.21118814477311218	0	0	22.2998712998713	68.17259508784146	PLA2G10
Impaired BRCA2 Binding to PALB2	1/23	0.04911010730537683	0.21118814477311218	0	0	21.285012285012286	64.14643748378393	RMI2
Thromboxane Signalling Through TP Receptor	1/23	0.04911010730537683	0.21118814477311218	0	0	21.285012285012286	64.14643748378393	GNG4
WNT Ligand Biogenesis and Trafficking	1/23	0.04911010730537683	0.21118814477311218	0	0	21.285012285012286	64.14643748378393	WNT10A
ADP Signalling Through P2Y Purinoceptor 1	1/24	0.0511911836384391	0.21118814477311218	0	0	20.35840188014101	60.508996878191496	GNG4
G Beta Gamma Signalling Through PI3Kgamma	1/24	0.0511911836384391	0.21118814477311218	0	0	20.35840188014101	60.508996878191496	GNG4
Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function	1/24	0.0511911836384391	0.21118814477311218	0	0	20.35840188014101	60.508996878191496	RMI2
Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc	1/24	0.0511911836384391	0.21118814477311218	0	0	20.35840188014101	60.508996878191496	RMI2
Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function	1/24	0.0511911836384391	0.21118814477311218	0	0	20.35840188014101	60.508996878191496	RMI2
Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function	1/24	0.0511911836384391	0.21118814477311218	0	0	20.35840188014101	60.508996878191496	RMI2
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)	1/25	0.05326782512305951	0.21118814477311218	0	0	19.50900900900901	57.208662556382016	RMI2
Acyl Chain Remodelling of PC	1/25	0.05326782512305951	0.21118814477311218	0	0	19.50900900900901	57.208662556382016	PLA2G10
Adrenaline,noradrenaline Inhibits Insulin Secretion	1/27	0.05740784035331484	0.21118814477311218	0	0	18.006237006237008	51.45416179165278	GNG4
Uptake and Actions of Bacterial Toxins	1/27	0.05740784035331484	0.21118814477311218	0	0	18.006237006237008	51.45416179165278	SV2C
Activation of G Protein Gated Potassium Channels	1/28	0.0594712324012271	0.21118814477311218	0	0	17.33833833833834	48.93334335997105	GNG4
Activation of Kainate Receptors Upon Glutamate Binding	1/28	0.0594712324012271	0.21118814477311218	0	0	17.33833833833834	48.93334335997105	GNG4
Acyl Chain Remodelling of PE	1/28	0.0594712324012271	0.21118814477311218	0	0	17.33833833833834	48.93334335997105	PLA2G10
G Protein Gated Potassium Channels	1/28	0.0594712324012271	0.21118814477311218	0	0	17.33833833833834	48.93334335997105	GNG4
Inhibition of Voltage Gated Ca2+ Channels via Gbeta Gamma Subunits	1/28	0.0594712324012271	0.21118814477311218	0	0	17.33833833833834	48.93334335997105	GNG4
EGFR Downregulation	1/28	0.0594712324012271	0.21118814477311218	0	0	17.33833833833834	48.93334335997105	STAM2
Endosomal Sorting Complex Required For Transport (ESCRT)	1/29	0.06153022626575742	0.21118814477311218	0	0	16.71814671814672	46.61398373803205	STAM2
G-protein Beta Gamma Signalling	1/29	0.06153022626575742	0.21118814477311218	0	0	16.71814671814672	46.61398373803205	GNG4
GPCR Ligand Binding	3/420	0.06340384299501128	0.21118814477311218	0	0	3.48016443987667	9.599096762141505	WNT10A;PLPPR3;GNG4
Glucagon Signaling in Metabolic Regulation	1/31	0.0656350558611465	0.21118814477311218	0	0	15.601801801801802	42.49377473625065	GNG4
Glucagon-type Ligand Receptors	1/31	0.0656350558611465	0.21118814477311218	0	0	15.601801801801802	42.49377473625065	GNG4
Thrombin Signalling Through Proteinase Activated Receptors (PARs)	1/31	0.0656350558611465	0.21118814477311218	0	0	15.601801801801802	42.49377473625065	GNG4
Signal Amplification	1/32	0.06768090977988334	0.21118814477311218	0	0	15.097646033129903	40.657222815422784	GNG4
Chromatin Modifications During the Maternal to Zygotic Transition (MZT)	1/32	0.06768090977988334	0.21118814477311218	0	0	15.097646033129903	40.657222815422784	TET3
Impaired BRCA2 Binding to RAD51	1/32	0.06768090977988334	0.21118814477311218	0	0	15.097646033129903	40.657222815422784	RMI2
Resolution of D-Loop Structures	1/33	0.0697224018628935	0.21118814477311218	0	0	14.625	38.94979152864367	RMI2
Resolution of D-loop Structures Through Holliday Junction Intermediates	1/33	0.0697224018628935	0.21118814477311218	0	0	14.625	38.94979152864367	RMI2
HDR Through Single Strand Annealing (SSA)	1/33	0.0697224018628935	0.21118814477311218	0	0	14.625	38.94979152864367	RMI2
Sphingolipid De Novo Biosynthesis	1/33	0.0697224018628935	0.21118814477311218	0	0	14.625	38.94979152864367	SGMS1
Inwardly Rectifying K+ Channels	1/33	0.0697224018628935	0.21118814477311218	0	0	14.625	38.94979152864367	GNG4
Regulation of MITF-M-dependent Genes Involved in Pigmentation	1/33	0.0697224018628935	0.21118814477311218	0	0	14.625	38.94979152864367	SS18L1
Molecules Associated With Elastic Fibres	1/34	0.07175954115644899	0.21425348716711198	0	0	14.180999180999182	37.3589128543233	EMILIN2
RHOU GTPase Cycle	1/35	0.07379233670200588	0.21721969536224267	0	0	13.763116057233704	35.873567391350555	STAM2
Presynaptic Phase of Homologous DNA Pairing and Strand Exchange	1/37	0.0778449325155028	0.21962806454498499	0	0	12.996996996996996	33.18180740853926	RMI2
Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding	1/37	0.0778449325155028	0.21962806454498499	0	0	12.996996996996996	33.18180740853926	GNG4
Synthesis of PA	1/38	0.0798647507436309	0.21962806454498499	0	0	12.64499634769905	31.95922540320713	PLA2G10
Defective Homologous Recombination Repair (HRR) Due to BRCA2 Loss of Function	1/38	0.0798647507436309	0.21962806454498499	0	0	12.64499634769905	31.95922540320713	RMI2
Diseases of DNA Double-Strand Break Repair	1/38	0.0798647507436309	0.21962806454498499	0	0	12.64499634769905	31.95922540320713	RMI2
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion	1/39	0.08188026114771496	0.22134115951144925	0	0	12.311522048364154	30.80955103947507	GNG4
ADORA2B Mediated Anti-Inflammatory Cytokines Production	1/40	0.08389147264762745	0.22134115951144925	0	0	11.995148995148995	29.726753781151203	GNG4
Homologous DNA Pairing and Strand Exchange	1/40	0.08389147264762745	0.22134115951144925	0	0	11.995148995148995	29.726753781151203	RMI2
Elastic Fibre Formation	1/41	0.08589839418288461	0.22134115951144925	0	0	11.694594594594594	28.70543663225907	EMILIN2
Vasopressin Regulates Renal Water Homeostasis via Aquaporins	1/41	0.08589839418288461	0.22134115951144925	0	0	11.694594594594594	28.70543663225907	GNG4
Activation of GABAB Receptors	1/42	0.08790103463851813	0.22134115951144925	0	0	11.40870138431114	27.740756018742356	GNG4
GABA B Receptor Activation	1/42	0.08790103463851813	0.22134115951144925	0	0	11.40870138431114	27.740756018742356	GNG4
GPER1 Signaling	1/44	0.09189350784192056	0.22863979927334996	0	0	10.876807039597738	25.964296871451754	GNG4
Diseases of DNA Repair	1/46	0.0958689631121941	0.2357248622405714	0	0	10.392192192192192	24.36733153328991	RMI2
G Alpha (Z) Signalling Events	1/47	0.09785033110637341	0.23709024372714488	0	0	10.165687426556993	23.62827198320313	GNG4
Signaling by EGFR	1/48	0.09982747104300838	0.23709024372714488	0	0	9.94882116158712	22.925186720920593	STAM2
Heparan Sulfate Heparin (HS-GAG) Metabolism	1/48	0.09982747104300838	0.23709024372714488	0	0	9.94882116158712	22.925186720920593	HPSE2
Epigenetic Regulation of Gene Expression	2/250	0.1033771474390816	0.2409749144341374	0	0	3.8306451612903225	8.693156390861883	SS18L1;TET3
Aquaporin-mediated Transport	1/50	0.10376910190943715	0.2409749144341374	0	0	9.541643684500828	21.617424100426437	GNG4
GABA Receptor Activation	1/52	0.10769392571047774	0.24465250514662878	0	0	9.16640169581346	20.4269787404022	GNG4
Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs)	1/52	0.10769392571047774	0.24465250514662878	0	0	9.16640169581346	20.4269787404022	SS18L1
Signaling by WNT	2/263	0.1124654874055843	0.25246710990339877	0	0	3.637079608343976	7.947414960446514	WNT10A;GNG4
Assembly of Collagen Fibrils and Other Multimeric Structures	1/55	0.11354980062640903	0.25246710990339877	0	0	8.655655655655655	18.83049803483435	TLL1
Kinesins	1/56	0.11549343076527449	0.25302555099336554	0	0	8.497788697788698	18.3428306427228	KIF26A
Semaphorin Interactions	1/57	0.11743291122658592	0.25302555099336554	0	0	8.345559845559846	17.875255126981184	SEMA3A
Ca2+ Pathway	1/57	0.11743291122658592	0.25302555099336554	0	0	8.345559845559846	17.875255126981184	GNG4
Extracellular Matrix Organization	2/275	0.12103604302754438	0.25607663269737474	0	0	3.4747659747659747	7.337548299305754	EMILIN2;TLL1
Collagen Biosynthesis and Modifying Enzymes	1/59	0.1212994575934933	0.25607663269737474	0	0	8.056849953401677	16.995868052267376	TLL1
Circadian Clock	1/60	0.12322654067317211	0.2575434700069297	0	0	7.9198350893266145	16.582002843891985	CPT1A
HDR Through Homologous Recombination (HRR)	1/62	0.12706836949212863	0.26294345766192956	0	0	7.659282233052725	15.801328986346803	RMI2
Anti-inflammatory Response Favouring Leishmania Parasite Infection	1/66	0.13470291654452798	0.27070105344044565	0	0	7.186278586278586	14.406214422002781	GNG4
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell	1/66	0.13470291654452798	0.27070105344044565	0	0	7.186278586278586	14.406214422002781	GNG4
Leishmania Parasite Growth and Survival	1/66	0.13470291654452798	0.27070105344044565	0	0	7.186278586278586	14.406214422002781	GNG4
G2 M DNA Damage Checkpoint	1/69	0.1403861223846151	0.27750685372163353	0	0	6.868044515103339	13.484434509032722	RMI2
Extra-nuclear Estrogen Signaling	1/70	0.14227243517295352	0.27750685372163353	0	0	6.768115942028985	13.197903933188616	GNG4
G Alpha (12 13) Signalling Events	1/71	0.14415471739685903	0.27750685372163353	0	0	6.671042471042471	12.920929554850932	GNG4
Processing of DNA Double-Strand Break Ends	1/71	0.14415471739685903	0.27750685372163353	0	0	6.671042471042471	12.920929554850932	RMI2
Platelet Homeostasis	1/73	0.14790722363286918	0.27750685372163353	0	0	6.484984984984985	12.393909202041215	GNG4
Regulation of Insulin Secretion	1/73	0.14790722363286918	0.27750685372163353	0	0	6.484984984984985	12.393909202041215	GNG4
RAC2 GTPase Cycle	1/75	0.15164370794090024	0.27750685372163353	0	0	6.308984660336011	11.90014273896433	BAIAP2L1
MITF-M-dependent Gene Expression	1/76	0.1535059626804315	0.27750685372163353	0	0	6.224504504504504	11.664820211167257	SS18L1
Signaling by MET	1/77	0.15536423689315335	0.27750685372163353	0	0	6.142247510668564	11.436760467274228	STAM2
RAC3 GTPase Cycle	1/77	0.15536423689315335	0.27750685372163353	0	0	6.142247510668564	11.436760467274228	BAIAP2L1
Signaling by GPCR	3/634	0.1600849752682142	0.27750685372163353	0	0	2.270817296807788	4.1602519851513	WNT10A;PLPPR3;GNG4
MyD88 Cascade Initiated on Plasma Membrane	1/80	0.16091525894344294	0.27750685372163353	0	0	5.9079712624016425	10.793139146816932	PELI2
Opioid Signalling	1/80	0.16091525894344294	0.27750685372163353	0	0	5.9079712624016425	10.793139146816932	GNG4
Collagen Formation	1/80	0.16091525894344294	0.27750685372163353	0	0	5.9079712624016425	10.793139146816932	TLL1
Toll Like Receptor 10 (TLR10) Cascade	1/80	0.16091525894344294	0.27750685372163353	0	0	5.9079712624016425	10.793139146816932	PELI2
Toll Like Receptor 5 (TLR5) Cascade	1/80	0.16091525894344294	0.27750685372163353	0	0	5.9079712624016425	10.793139146816932	PELI2
TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation	1/83	0.16643075311299338	0.27750685372163353	0	0	5.690837178642057	10.2046723828304	PELI2
Regulation of TP53 Activity Through Phosphorylation	1/83	0.16643075311299338	0.27750685372163353	0	0	5.690837178642057	10.2046723828304	RMI2
MyD88 Dependent Cascade Initiated on Endosome	1/84	0.1682613943553898	0.27750685372163353	0	0	5.621947248453273	10.0196400931551	PELI2
Chaperonin-mediated Protein Folding	1/84	0.1682613943553898	0.27750685372163353	0	0	5.621947248453273	10.0196400931551	GNG4
Toll Like Receptor 7 8 (TLR7 8) Cascade	1/85	0.17008812083314415	0.27750685372163353	0	0	5.5546975546975546	9.83980576187257	PELI2
Response of Endothelial Cells to Shear Stress	1/88	0.17554489295040607	0.27750685372163353	0	0	5.362224293258776	9.329522071072999	GNG4
Cellular Responses to Mechanical Stimuli	1/88	0.17554489295040607	0.27750685372163353	0	0	5.362224293258776	9.329522071072999	GNG4
Sphingolipid Metabolism	1/89	0.17735604156744933	0.27750685372163353	0	0	5.300982800982801	9.168558821222293	SGMS1
Protein Folding	1/89	0.17735604156744933	0.27750685372163353	0	0	5.300982800982801	9.168558821222293	GNG4
Toll Like Receptor 9 (TLR9) Cascade	1/89	0.17735604156744933	0.27750685372163353	0	0	5.300982800982801	9.168558821222293	PELI2
Maternal to Zygotic Transition (MZT)	1/89	0.17735604156744933	0.27750685372163353	0	0	5.300982800982801	9.168558821222293	TET3
Metabolism of Lipids	3/676	0.18272516546031042	0.27750685372163353	0	0	2.1237529187009128	3.60989592261132	CPT1A;SGMS1;PLA2G10
Potassium Channels	1/92	0.1827662744160287	0.27750685372163353	0	0	5.125334125334125	8.710746910306973	GNG4
Interleukin-1 Signaling	1/92	0.1827662744160287	0.27750685372163353	0	0	5.125334125334125	8.710746910306973	PELI2
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane	1/93	0.18456197448472278	0.27750685372163353	0	0	5.069330199764982	8.566001923551717	PELI2
COPI-dependent Golgi-to-ER Retrograde Traffic	1/93	0.18456197448472278	0.27750685372163353	0	0	5.069330199764982	8.566001923551717	KIF26A
Cargo Recognition for Clathrin-Mediated Endocytosis	1/93	0.18456197448472278	0.27750685372163353	0	0	5.069330199764982	8.566001923551717	STAM2
Toll Like Receptor TLR6 TLR2 Cascade	1/93	0.18456197448472278	0.27750685372163353	0	0	5.069330199764982	8.566001923551717	PELI2
Regulation of Endogenous Retroelements	1/93	0.18456197448472278	0.27750685372163353	0	0	5.069330199764982	8.566001923551717	SS18L1
Toll Like Receptor 2 (TLR2) Cascade	1/96	0.18992605430765225	0.2815215982290732	0	0	4.908392603129445	8.15343142996238	PELI2
Toll Like Receptor TLR1 TLR2 Cascade	1/96	0.18992605430765225	0.2815215982290732	0	0	4.908392603129445	8.15343142996238	PELI2
Integration of Energy Metabolism	1/102	0.2005513388194257	0.2951776747412674	0	0	4.615199357773615	7.415171631140197	GNG4
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	1/103	0.20230897625829392	0.29568234991596803	0	0	4.569687334393217	7.3021737561184255	RMI2
PPARA Activates Gene Expression	1/106	0.2075593431728838	0.3012493244661994	0	0	4.438352638352638	6.97859046187998	CPT1A
Regulation of Lipid Metabolism by PPARalpha	1/108	0.21104087804633748	0.3041899552529968	0	0	4.354887597878252	6.774913570903588	CPT1A
Homology Directed Repair	1/109	0.21277605594690488	0.3045903814582405	0	0	4.314314314314315	6.676466318422469	RMI2
Glycosaminoglycan Metabolism	1/112	0.21795932454335032	0.30988774713986544	0	0	4.196980764548332	6.393876992073345	HPSE2
MITF-M-regulated Melanocyte Development	1/114	0.22139635993131496	0.31119099053605426	0	0	4.122219564697441	6.215485545138802	SS18L1
Signal Transduction	7/2273	0.22185386406637359	0.31119099053605426	0	0	1.5029183156336303	2.2629987897830035	FARP1;WNT10A;BAIAP2L1;PLPPR3;GNG4;FAM169A;STAM2
MHC Class II Antigen Presentation	1/116	0.22481868550383052	0.3132473684686705	0	0	4.050058754406581	6.044554916248522	KIF26A
Glycerophospholipid Biosynthesis	1/117	0.22652435123338882	0.31353370468727326	0	0	4.0149114631873255	5.961753389364502	PLA2G10
Toll Like Receptor 4 (TLR4) Cascade	1/125	0.2400387532775661	0.32399161795578535	0	0	3.7541412380122057	5.3569902224304276	PELI2
Beta-catenin Independent WNT Signaling	1/126	0.24171180151741875	0.32399161795578535	0	0	3.723891891891892	5.287960617200576	GNG4
Interleukin-1 Family Signaling	1/126	0.24171180151741875	0.32399161795578535	0	0	3.723891891891892	5.287960617200576	PELI2
G2 M Checkpoints	1/127	0.2433812632490828	0.32399161795578535	0	0	3.694122694122694	5.22026112417767	RMI2
Golgi-to-ER Retrograde Transport	1/127	0.2433812632490828	0.32399161795578535	0	0	3.694122694122694	5.22026112417767	KIF26A
Degradation of the Extracellular Matrix	1/127	0.2433812632490828	0.32399161795578535	0	0	3.694122694122694	5.22026112417767	TLL1
RHOA GTPase Cycle	1/130	0.24836820430794826	0.32853768797696953	0	0	3.607584328514561	5.024798359167238	FARP1
Clathrin-mediated Endocytosis	1/131	0.2500233947595384	0.3286471038034184	0	0	3.5796257796257795	4.962080070949682	STAM2
CDC42 GTPase Cycle	1/135	0.256608738244362	0.3331132067892649	0	0	3.4719645018152483	4.722575744610364	FARP1
DNA Double-Strand Break Repair	1/135	0.256608738244362	0.3331132067892649	0	0	3.4719645018152483	4.722575744610364	RMI2
Parasitic Infection Pathways	1/140	0.2647612788808299	0.3394791858042543	0	0	3.346101497180634	4.446723598439214	GNG4
Leishmania Infection	1/140	0.2647612788808299	0.3394791858042543	0	0	3.346101497180634	4.446723598439214	GNG4
Toll-like Receptor Cascades	1/143	0.26961094729923996	0.343546056675741	0	0	3.2748382185001903	4.292577032125167	PELI2
Factors Involved in Megakaryocyte Development and Platelet Production	1/144	0.2712205710597955	0.343546056675741	0	0	3.2517482517482517	4.242955498727163	KIF26A
Regulation of TP53 Activity	1/146	0.2744294634155625	0.3454491497325722	0	0	3.2065237651444547	4.146230874158567	RMI2
G Alpha (S) Signalling Events	1/147	0.27602874643703135	0.3454491497325722	0	0	3.184376156978897	4.099089051711851	GNG4
Fatty Acid Metabolism	1/154	0.2871280169795116	0.3572009258852258	0	0	3.037449213919802	3.7902114758377317	CPT1A
Infectious Disease	3/864	0.29226438739023025	0.3607043492955646	0	0	1.6413140866102538	2.0189746314484074	SV2C;GNG4;STAM2
Ub-specific Processing Proteases	1/158	0.29339588220213386	0.3607043492955646	0	0	2.9593733861249785	3.6288796721967205	STAM2
ESR-mediated Signaling	1/168	0.3088317080398297	0.3774609764931252	0	0	2.780547014079948	3.267028140260958	GNG4
Neurotransmitter Receptors and Postsynaptic Signal Transmission	1/178	0.3239390208680578	0.3936235776826981	0	0	2.62192701175752	2.9554360964530817	GNG4
Hemostasis	2/534	0.32645032233833865	0.39438218132203917	0	0	1.7560568086883876	1.9658660754156259	GNG4;KIF26A
Intra-Golgi and Retrograde Golgi-to-ER Traffic	1/185	0.3343223250492263	0.40103268777402523	0	0	2.5211515863689775	2.7622989951542567	KIF26A
G Alpha (Q) Signalling Events	1/186	0.33579292038494934	0.40103268777402523	0	0	2.5073776479181884	2.7362024801049523	GNG4
Phospholipid Metabolism	1/190	0.3416437329908919	0.4057019329266841	0	0	2.4537394537394537	2.635283787106161	PLA2G10
Gene Expression (Transcription)	4/1374	0.35334633368482116	0.41636548301156406	0	0	1.3720910261914985	1.4273953335717657	RMI2;SS18L1;TET3;ZNF436
Membrane Trafficking	2/569	0.35460792333042296	0.41636548301156406	0	0	1.6442288849696256	1.7046420324754736	KIF26A;STAM2
Vesicle-mediated Transport	2/604	0.3823908491475506	0.44647870095998926	0	0	1.5454042081949058	1.4856156536831921	KIF26A;STAM2
Deubiquitination	1/225	0.3907428235821452	0.4536958340481575	0	0	2.0661196911196913	1.9415444002179585	STAM2
Platelet Activation, Signaling and Aggregation	1/230	0.397459245092249	0.4569740222549433	0	0	2.0204177977103743	1.864164500430096	GNG4
Signaling by Nuclear Receptors	1/232	0.40012557929499826	0.4569740222549433	0	0	2.0026910026910025	1.834418561938442	GNG4
Transmission Across Chemical Synapses	1/232	0.40012557929499826	0.4569740222549433	0	0	2.0026910026910025	1.834418561938442	GNG4
Cell Cycle Checkpoints	1/239	0.40936758266194223	0.46498817813231486	0	0	1.942993413581649	1.7353686181724441	RMI2
Metabolism	5/1925	0.4138562323685745	0.4675456895407139	0	0	1.2174873737373737	1.0741119580113618	CPT1A;HPSE2;SGMS1;GNG4;PLA2G10
Metabolism of Carbohydrates	1/256	0.43123902572058204	0.48456428158925613	0	0	1.8116587175410706	1.5237730283146065	HPSE2
DNA Repair	1/272	0.4511023248793094	0.5041731866298164	0	0	1.7031016256108507	1.3557729207632785	RMI2
Disease	4/1584	0.4600073045674421	0.5113910992265712	0	0	1.1740878629932985	0.9116943832419843	RMI2;SV2C;GNG4;STAM2
G Alpha (I) Signalling Events	1/287	0.4691097297965362	0.5187509710448469	0	0	1.6123606123606125	1.2204256929833583	GNG4
Class A 1 (Rhodopsin-like Receptors)	1/291	0.4738137230273069	0.5211950953300376	0	0	1.589748369058714	1.1874482745622454	PLPPR3
Transcriptional Regulation by TP53	1/314	0.5000843243150415	0.5472126899572967	0	0	1.470943787237717	1.01933248714755	RMI2
Developmental Biology	3/1243	0.5171456828876796	0.5629346235600262	0	0	1.1134562211981567	0.7342471698071225	SEMA3A;SS18L1;TET3
Neuronal System	1/354	0.5427621755377459	0.5877580035616005	0	0	1.3012020519102672	0.7951438033878193	GNG4
Signaling by Interleukins	1/385	0.5733766545446233	0.6177099010300323	0	0	1.1939752252252251	0.664103873853427	PELI2
Signaling by Receptor Tyrosine Kinases	1/471	0.6482292126028107	0.6947687458153202	0	0	0.9705577918343876	0.42074740321440446	STAM2
Axon Guidance	1/477	0.6529449127196693	0.69625248346128	0	0	0.957983193277311	0.4083523239251808	SEMA3A
Nervous System Development	1/501	0.6711997377861166	0.7120850010015146	0	0	0.9107027027027027	0.3630867076857786	SEMA3A
Generic Transcription Pathway	2/1072	0.6888603779159767	0.7271303989113087	0	0	0.8451713395638629	0.31500944982914175	RMI2;ZNF436
Cell Cycle	1/565	0.715428189788036	0.7482942549536115	0	0	0.8042936553574851	0.2693370727140062	RMI2
GPCR Downstream Signalling	1/566	0.716071057371877	0.7482942549536115	0	0	0.8028222913178665	0.2681232770567813	GNG4
RNA Polymerase II Transcription	2/1181	0.7401055199348225	0.7695624560516314	0	0	0.7618980303458674	0.22930274239069984	RMI2;ZNF436
Transport of Small Molecules	1/645	0.7626278867573935	0.7890555858034418	0	0	0.7010240053718314	0.189967035119996	GNG4
Cytokine Signaling in Immune System	1/657	0.7690154723184935	0.7917449936678086	0	0	0.6877059986816084	0.1806219847266245	PELI2
Adaptive Immune System	1/666	0.7736960143767142	0.7926591519839865	0	0	0.6780329201381833	0.17396712966537314	KIF26A
Cellular Responses to Stimuli	1/762	0.8182145640469224	0.8341797262722283	0	0	0.5890897467770004	0.11818947267080196	GNG4
Innate Immune System	1/924	0.8747526868654694	0.887491803664481	0	0	0.48095224151562177	0.06435817987456531	PELI2
