Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Prolonged Estrus MP:0009017	1/13	0.02805339466534132	0.1538464314969499	0	0	39.04504504504504	139.53315469203548	SIX6
Increased Testis Apoptosis MP:0013601	1/14	0.030179328401213235	0.1538464314969499	0	0	36.03950103950104	126.15980810691	SGMS1
Megacolon MP:0002731	1/14	0.030179328401213235	0.1538464314969499	0	0	36.03950103950104	126.15980810691	KIF26A
Abnormal Urinary Bladder Physiology MP:0010386	1/14	0.030179328401213235	0.1538464314969499	0	0	36.03950103950104	126.15980810691	HPSE2
Abnormal Cytokine Secretion MP:0003009	2/126	0.030907790663700873	0.1538464314969499	0	0	7.7168458781362	26.829520770299702	SGMS1;PELI2
Abnormal Enteric Neuron Morphology MP:0001046	1/15	0.03230073450410484	0.1538464314969499	0	0	33.463320463320464	114.86837927661347	KIF26A
Abnormal Mitral Valve Morphology MP:0000286	1/15	0.03230073450410484	0.1538464314969499	0	0	33.463320463320464	114.86837927661347	TLL1
Abnormal Hair Cuticle MP:0003810	1/15	0.03230073450410484	0.1538464314969499	0	0	33.463320463320464	114.86837927661347	GSDMA
Abnormal Hair Cycle Anagen Phase MP:0008858	1/15	0.03230073450410484	0.1538464314969499	0	0	33.463320463320464	114.86837927661347	GSDMA
Split Xiphoid Process MP:0004678	1/15	0.03230073450410484	0.1538464314969499	0	0	33.463320463320464	114.86837927661347	SEMA3A
Abnormal Dentin Morphology MP:0002818	1/15	0.03230073450410484	0.1538464314969499	0	0	33.463320463320464	114.86837927661347	WNT10A
Premature Death MP:0002083	5/823	0.0323338262807149	0.1538464314969499	0	0	3.061791509224272	10.506970328132603	HPSE2;SGMS1;KIF26A;SEMA3A;SS18L1
Distended Urinary Bladder MP:0000539	1/16	0.034417622309826146	0.15620305509844173	0	0	31.230630630630632	105.22182127221244	HPSE2
Ostium Primum Atrial Septal Defect MP:0010404	1/16	0.034417622309826146	0.15620305509844173	0	0	31.230630630630632	105.22182127221244	TLL1
Abnormal Vagus Nerve Morphology MP:0001074	1/16	0.034417622309826146	0.15620305509844173	0	0	31.230630630630632	105.22182127221244	SEMA3A
Dilated Dorsal Aorta MP:0004068	1/17	0.03653000116850972	0.15780608247926106	0	0	29.277027027027028	96.89587535817198	TLL1
Abnormal Male Reproductive System Physiology MP:0003698	1/17	0.03653000116850972	0.15780608247926106	0	0	29.277027027027028	96.89587535817198	PLA2G10
Abnormal Cardinal Vein Morphology MP:0004783	1/17	0.03653000116850972	0.15780608247926106	0	0	29.277027027027028	96.89587535817198	TLL1
Abnormal Molar Morphology MP:0002689	1/18	0.03863788040054835	0.15780608247926106	0	0	27.553259141494436	89.64513826579348	WNT10A
Abnormal Myocardium Compact Layer Morphology MP:0004056	1/18	0.03863788040054835	0.15780608247926106	0	0	27.553259141494436	89.64513826579348	TLL1
Abnormal Axon Fasciculation MP:0009450	1/18	0.03863788040054835	0.15780608247926106	0	0	27.553259141494436	89.64513826579348	SEMA3A
Abnormal Ceramide Level MP:0012232	1/19	0.04074126931147098	0.15780608247926106	0	0	26.02102102102102	83.28063458518245	SGMS1
Abnormal Response Of Heart To Induced Stress MP:0004484	1/19	0.04074126931147098	0.15780608247926106	0	0	26.02102102102102	83.28063458518245	PLA2G10
Dry Skin MP:0003853	1/20	0.04284017719142921	0.15780608247926106	0	0	24.650071123755335	77.65459887786434	GSDMA
Increased Circulating Magnesium Level MP:0010092	1/20	0.04284017719142921	0.15780608247926106	0	0	24.650071123755335	77.65459887786434	SGMS1
Anovulation MP:0008869	1/20	0.04284017719142921	0.15780608247926106	0	0	24.650071123755335	77.65459887786434	SIX6
Decreased Circulating Interleukin-1 Beta Level MP:0008642	1/20	0.04284017719142921	0.15780608247926106	0	0	24.650071123755335	77.65459887786434	PELI2
Abnormal Cerebral Cortex Morphology MP:0000788	2/154	0.04451563419469095	0.15780608247926106	0	0	6.285087719298246	19.558657626818235	SEMA3A;SS18L1
Absent Optic Nerve MP:0001333	1/21	0.04493461331612857	0.15780608247926106	0	0	23.416216216216217	72.64990864062315	SIX6
Abnormal Semilunar Valve Morphology MP:0002746	1/21	0.04493461331612857	0.15780608247926106	0	0	23.416216216216217	72.64990864062315	TLL1
Abnormal Trigeminal Nerve Morphology MP:0001065	1/21	0.04493461331612857	0.15780608247926106	0	0	23.416216216216217	72.64990864062315	SEMA3A
Abnormal Cerebral Cortex Pyramidal Cell Morphology MP:0009969	1/21	0.04493461331612857	0.15780608247926106	0	0	23.416216216216217	72.64990864062315	SEMA3A
Abnormal Innervation Pattern To Muscle MP:0001052	1/21	0.04493461331612857	0.15780608247926106	0	0	23.416216216216217	72.64990864062315	SS18L1
Abnormal Protein Level MP:0008469	1/21	0.04493461331612857	0.15780608247926106	0	0	23.416216216216217	72.64990864062315	SIX6
Decreased Myocardial Infarct Size MP:0003038	1/22	0.047024586940108595	0.15945118560151766	0	0	22.2998712998713	68.17259508784146	PLA2G10
Abnormal Heart Position Or Orientation MP:0006065	1/22	0.047024586940108595	0.15945118560151766	0	0	22.2998712998713	68.17259508784146	TLL1
Decreased Circulating Follicle Stimulating Hormone Level MP:0002790	1/22	0.047024586940108595	0.15945118560151766	0	0	22.2998712998713	68.17259508784146	SIX6
Abnormal Retina Ganglion Layer Morphology MP:0005241	1/24	0.0511911836384391	0.17005533425520453	0	0	20.35840188014101	60.508996878191496	SIX6
Abnormal Cardiac Muscle Contractility MP:0002972	1/25	0.05326782512305951	0.17005533425520453	0	0	19.50900900900901	57.208662556382016	PLA2G10
Abnormal Circulating Cytokine Level MP:0010210	1/25	0.05326782512305951	0.17005533425520453	0	0	19.50900900900901	57.208662556382016	PELI2
Wrinkled Skin MP:0001211	1/25	0.05326782512305951	0.17005533425520453	0	0	19.50900900900901	57.208662556382016	GSDMA
Decreased Corpora Lutea Number MP:0002680	1/26	0.05534004097796487	0.17005533425520453	0	0	18.72756756756757	54.20242281807807	SIX6
Abnormal Spinal Nerve Morphology MP:0001077	1/26	0.05534004097796487	0.17005533425520453	0	0	18.72756756756757	54.20242281807807	SEMA3A
Abnormal Nail Morphology MP:0000579	1/26	0.05534004097796487	0.17005533425520453	0	0	18.72756756756757	54.20242281807807	WNT10A
Cardiovascular System Phenotype MP:0005385	1/26	0.05534004097796487	0.17005533425520453	0	0	18.72756756756757	54.20242281807807	PLA2G10
Abnormal Palate Morphology MP:0003755	1/26	0.05534004097796487	0.17005533425520453	0	0	18.72756756756757	54.20242281807807	TLL1
Abnormal Tongue Morphology MP:0000762	1/27	0.05740784035331484	0.17280931534926405	0	0	18.006237006237008	51.45416179165278	WNT10A
Transmission Ratio Distortion MP:0004179	1/27	0.05740784035331484	0.17280931534926405	0	0	18.006237006237008	51.45416179165278	CPT1A
Decreased Seminal Vesicle Weight MP:0004910	1/28	0.0594712324012271	0.17544013558361995	0	0	17.33833833833834	48.93334335997105	SIX6
Abnormal Cornea Epithelium Morphology MP:0006000	1/28	0.0594712324012271	0.17544013558361995	0	0	17.33833833833834	48.93334335997105	GSDMA
Asymmetric Sternocostal Joints MP:0008146	1/31	0.0656350558611465	0.1848691517135702	0	0	15.601801801801802	42.49377473625065	SEMA3A
Abnormal Hair Cycle MP:0000427	1/31	0.0656350558611465	0.1848691517135702	0	0	15.601801801801802	42.49377473625065	GSDMA
Prolonged Estrous Cycle MP:0009006	1/31	0.0656350558611465	0.1848691517135702	0	0	15.601801801801802	42.49377473625065	SIX6
Abnormal Skin Physiology MP:0005501	1/32	0.06768090977988334	0.1848691517135702	0	0	15.097646033129903	40.657222815422784	GSDMA
Decreased Interleukin-1 Beta Secretion MP:0008658	1/32	0.06768090977988334	0.1848691517135702	0	0	15.097646033129903	40.657222815422784	PELI2
Liver Hemorrhage MP:0003888	1/32	0.06768090977988334	0.1848691517135702	0	0	15.097646033129903	40.657222815422784	TLL1
Increased Heart Rate Variability MP:0003928	1/32	0.06768090977988334	0.1848691517135702	0	0	15.097646033129903	40.657222815422784	PLA2G10
Impaired Neutrophil Chemotaxis MP:0008720	1/32	0.06768090977988334	0.1848691517135702	0	0	15.097646033129903	40.657222815422784	PLA2G10
Abnormal Hair Follicle Development MP:0003704	1/33	0.0697224018628935	0.18698280499594164	0	0	14.625	38.94979152864367	GSDMA
Cervical Vertebral Fusion MP:0004620	1/33	0.0697224018628935	0.18698280499594164	0	0	14.625	38.94979152864367	SEMA3A
Skin Inflammation MP:0004947	1/34	0.07175954115644899	0.1907122940644365	0	0	14.180999180999182	37.3589128543233	GSDMA
Acanthosis MP:0001874	1/35	0.07379233670200588	0.1926437108592189	0	0	13.763116057233704	35.873567391350555	GSDMA
Decreased Ovary Weight MP:0004856	1/35	0.07379233670200588	0.1926437108592189	0	0	13.763116057233704	35.873567391350555	SIX6
Absent Sperm Flagellum MP:0008545	1/36	0.07582079749046233	0.19620294087444198	0	0	13.36911196911197	34.484055468956825	SGMS1
Increased Circulating Corticosterone Level MP:0001745	1/38	0.0798647507436309	0.20310432301181996	0	0	12.64499634769905	31.95922540320713	PLA2G10
Decreased Hair Follicle Number MP:0000379	1/38	0.0798647507436309	0.20310432301181996	0	0	12.64499634769905	31.95922540320713	GSDMA
Small Olfactory Bulb MP:0002741	1/39	0.08188026114771496	0.20645023109893942	0	0	12.311522048364154	30.80955103947507	SEMA3A
Long Tibia MP:0004357	1/40	0.08389147264762745	0.20796625572311006	0	0	11.995148995148995	29.726753781151203	BAIAP2L1
Abnormal Response To Injury MP:0005164	1/40	0.08389147264762745	0.20796625572311006	0	0	11.995148995148995	29.726753781151203	EMILIN2
Heart Right Ventricle Hypertrophy MP:0000276	1/41	0.08589839418288461	0.21047876077085198	0	0	11.694594594594594	28.70543663225907	SEMA3A
Prolonged QT Interval MP:0003233	1/42	0.08790103463851813	0.21047876077085198	0	0	11.40870138431114	27.740756018742356	PLA2G10
Increased Fasting Circulating Glucose Level MP:0013279	2/230	0.08983628020401256	0.21047876077085198	0	0	4.171539961013646	10.0524367261983	FARP1;BAIAP2L1
Decreased Circulating Tumor Necrosis Factor Level MP:0008554	1/43	0.08989940290551643	0.21047876077085198	0	0	11.136422136422137	26.82835342701686	SGMS1
Abnormal Sensory Neuron Innervation Pattern MP:0000968	1/43	0.08989940290551643	0.21047876077085198	0	0	11.136422136422137	26.82835342701686	SEMA3A
Multinucleated Giant Male Germ Cells MP:0020550	1/43	0.08989940290551643	0.21047876077085198	0	0	11.136422136422137	26.82835342701686	TCFL5
Thick Skin MP:0001200	1/43	0.08989940290551643	0.21047876077085198	0	0	11.136422136422137	26.82835342701686	GSDMA
Abnormal Blood Coagulation MP:0002551	1/44	0.09189350784192056	0.2117858188544263	0	0	10.876807039597738	25.964296871451754	EMILIN2
Increased Fluid Intake MP:0011941	1/44	0.09189350784192056	0.2117858188544263	0	0	10.876807039597738	25.964296871451754	WNT10A
Abnormal Neuronal Precursor Proliferation MP:0004948	1/46	0.0958689631121941	0.2122488799733835	0	0	10.392192192192192	24.36733153328991	KIF26A
Abnormal Hindbrain Morphology MP:0000841	1/46	0.0958689631121941	0.2122488799733835	0	0	10.392192192192192	24.36733153328991	SS18L1
Decreased Platelet Aggregation MP:0009549	1/46	0.0958689631121941	0.2122488799733835	0	0	10.392192192192192	24.36733153328991	EMILIN2
Decreased Susceptibility To Induced Morbidity/Mortality MP:0009764	1/46	0.0958689631121941	0.2122488799733835	0	0	10.392192192192192	24.36733153328991	PELI2
Decreased Circulating Interleukin-6 Level MP:0008597	1/47	0.09785033110637341	0.2122488799733835	0	0	10.165687426556993	23.62827198320313	SGMS1
Abnormal Skin Condition MP:0001191	1/47	0.09785033110637341	0.2122488799733835	0	0	10.165687426556993	23.62827198320313	GSDMA
Abnormal Incisor Morphology MP:0005358	1/47	0.09785033110637341	0.2122488799733835	0	0	10.165687426556993	23.62827198320313	WNT10A
Abnormal Interleukin Level MP:0008751	1/47	0.09785033110637341	0.2122488799733835	0	0	10.165687426556993	23.62827198320313	PLA2G10
Abnormal Hair Growth MP:0002073	1/48	0.09982747104300838	0.21495696319479907	0	0	9.94882116158712	22.925186720920593	GSDMA
Albuminuria MP:0002871	1/49	0.10180039172859191	0.2160511910786663	0	0	9.74099099099099	22.255644681606107	HPSE2
Decreased IgE Level MP:0002492	1/49	0.10180039172859191	0.2160511910786663	0	0	9.74099099099099	22.255644681606107	PLA2G10
Decreased Eosinophil Cell Number MP:0005012	1/51	0.10573361031890437	0.22062297280965926	0	0	9.35027027027027	21.008490736477608	PLA2G10
Abnormal Olfactory Bulb Morphology MP:0000819	1/52	0.10769392571047774	0.22062297280965926	0	0	9.16640169581346	20.4269787404022	SEMA3A
Decreased Neuron Number MP:0008948	1/52	0.10769392571047774	0.22062297280965926	0	0	9.16640169581346	20.4269787404022	SIX6
Abnormal Pancreatic Islet Morphology MP:0005215	1/52	0.10769392571047774	0.22062297280965926	0	0	9.16640169581346	20.4269787404022	SGMS1
Overriding Aortic Valve MP:0000273	1/52	0.10769392571047774	0.22062297280965926	0	0	9.16640169581346	20.4269787404022	TLL1
Dermatitis MP:0001194	1/53	0.10965005676589977	0.22308114997200296	0	0	8.98960498960499	19.87117380970751	GSDMA
Congestive Heart Failure MP:0006138	1/54	0.11160201217507867	0.2254972163811521	0	0	8.819479857215706	19.33949829725842	TLL1
Impaired Pupillary Reflex MP:0006243	1/55	0.11354980062640903	0.22787204887612694	0	0	8.655655655655655	18.83049803483435	HPSE2
Epidermal Hyperplasia MP:0001222	1/56	0.11549343076527449	0.2302065005118647	0	0	8.497788697788698	18.3428306427228	GSDMA
Abnormal Axon Extension MP:0003651	1/57	0.11743291122658592	0.23250140142176406	0	0	8.345559845559846	17.875255126981184	KIF26A
Skin Lesions MP:0001212	1/59	0.1212994575934933	0.23855559993387013	0	0	8.056849953401677	16.995868052267376	GSDMA
Abnormal Dorsal Root Ganglion Morphology MP:0000961	1/60	0.12322654067317211	0.24074059270586604	0	0	7.9198350893266145	16.582002843891985	SEMA3A
Increased Susceptibility To Endotoxin Shock MP:0008735	1/61	0.12514950845376124	0.24288884864381294	0	0	7.787387387387388	16.184108158303978	C1QTNF4
Atrioventricular Septal Defect MP:0010412	1/62	0.12706836949212863	0.2434101883128438	0	0	7.659282233052725	15.801328986346803	TLL1
Hyperkeratosis MP:0001242	1/62	0.12706836949212863	0.2434101883128438	0	0	7.659282233052725	15.801328986346803	GSDMA
Increased Circulating Tumor Necrosis Factor Level MP:0008553	1/63	0.1289831323187382	0.2452923480286158	0	0	7.5353095030514385	15.43286876537253	C1QTNF4
Abnormal Colon Morphology MP:0000495	1/64	0.13089380542486462	0.2452923480286158	0	0	7.415272415272415	15.077984537765367	KIF26A
Abnormal Epidermal Layer Morphology MP:0001216	1/65	0.13280039735096497	0.2452923480286158	0	0	7.298986486486487	14.735982573267515	GSDMA
Abnormal Cytokine Level MP:0008713	1/65	0.13280039735096497	0.2452923480286158	0	0	7.298986486486487	14.735982573267515	SGMS1
Decreased Litter Size MP:0001935	2/293	0.1341869416461803	0.2452923480286158	0	0	3.2563955708285603	6.540540074780794	SGMS1;TCFL5
Sparse Hair MP:0000416	1/66	0.13470291654452798	0.2452923480286158	0	0	7.186278586278586	14.406214422002781	GSDMA
Muscular Ventricular Septal Defect MP:0010420	1/66	0.13470291654452798	0.2452923480286158	0	0	7.186278586278586	14.406214422002781	TLL1
Thick Epidermis MP:0001219	1/66	0.13470291654452798	0.2452923480286158	0	0	7.186278586278586	14.406214422002781	GSDMA
Abnormal Intestine Morphology MP:0000477	1/68	0.138495770623032	0.25065185480855484	0	0	6.970956030657523	13.780990962963202	HPSE2
Decreased Interleukin-6 Secretion MP:0008706	1/69	0.1403861223846151	0.25252381770403326	0	0	6.868044515103339	13.484434509032722	SGMS1
Decreased White Adipose Tissue Amount MP:0001783	1/71	0.14415471739685903	0.25773116140650554	0	0	6.671042471042471	12.920929554850932	SGMS1
Rib Fusion MP:0000154	1/72	0.14603297743256055	0.2579624451653016	0	0	6.576703464027408	12.653069808742327	SEMA3A
Increased Urine Protein Level MP:0002962	1/72	0.14603297743256055	0.2579624451653016	0	0	6.576703464027408	12.653069808742327	HPSE2
Increased Susceptibility To Bacterial Infection Induced Morbidity/Mortality MP:0009788	1/75	0.15164370794090024	0.26627913001527126	0	0	6.308984660336011	11.90014273896433	GSDMA
Small Cerebellum MP:0000852	1/77	0.15536423689315335	0.2711979283046168	0	0	6.142247510668564	11.436760467274228	SS18L1
Increased Circulating Interleukin-6 Level MP:0008596	1/78	0.15721853882012402	0.2712249646312081	0	0	6.062127062127062	11.215653272496615	C1QTNF4
Abnormal Heart Ventricle Morphology MP:0005294	1/78	0.15721853882012402	0.2712249646312081	0	0	6.062127062127062	11.215653272496615	NPPB
Seminiferous Tubule Degeneration MP:0001154	1/79	0.15906887675522982	0.27282162001623717	0	0	5.984060984060984	11.00120532698303	SGMS1
Thin Cerebral Cortex MP:0006254	1/81	0.1627576935800561	0.2758856575327834	0	0	5.833783783783784	10.591192028188381	SEMA3A
Hyperglycemia MP:0001559	1/82	0.16459618890091485	0.2758856575327834	0	0	5.7614280947614285	10.395115087976771	SGMS1
Weakness MP:0000746	1/82	0.16459618890091485	0.2758856575327834	0	0	5.7614280947614285	10.395115087976771	SEMA3A
Abnormal Posture MP:0001504	1/82	0.16459618890091485	0.2758856575327834	0	0	5.7614280947614285	10.395115087976771	SEMA3A
Perimembraneous Ventricular Septal Defect MP:0010418	1/83	0.16643075311299338	0.27738458852165565	0	0	5.690837178642057	10.2046723828304	TLL1
Abnormal Lipid Level MP:0001547	1/84	0.1682613943553898	0.2781746221756913	0	0	5.621947248453273	10.0196400931551	SGMS1
Cataract MP:0001304	2/339	0.16912426207511363	0.2781746221756913	0	0	2.8043191559512035	4.983616021083505	HPSE2;PLA2G10
Decreased Tumor Necrosis Factor Secretion MP:0008561	1/86	0.17191094066094006	0.2781746221756913	0	0	5.489030206677265	9.664967598489024	SGMS1
Increased Circulating Free Fatty Acids Level MP:0001554	1/87	0.1737298619965945	0.2781746221756913	0	0	5.424890006285355	9.494933824213737	CPT1A
Decreased Inflammatory Response MP:0001876	1/87	0.1737298619965945	0.2781746221756913	0	0	5.424890006285355	9.494933824213737	PLA2G10
Arrest Of Spermatogenesis MP:0001155	1/88	0.17554489295040607	0.2781746221756913	0	0	5.362224293258776	9.329522071072999	TCFL5
Abnormal Neutrophil Physiology MP:0002463	1/88	0.17554489295040607	0.2781746221756913	0	0	5.362224293258776	9.329522071072999	PLA2G10
Cardiac Fibrosis MP:0003141	1/88	0.17554489295040607	0.2781746221756913	0	0	5.362224293258776	9.329522071072999	NPPB
Decreased Liver Weight MP:0003402	1/89	0.17735604156744933	0.2781746221756913	0	0	5.300982800982801	9.168558821222293	SGMS1
Increased Mean Corpuscular Hemoglobin Concentration MP:0005641	1/89	0.17735604156744933	0.2781746221756913	0	0	5.300982800982801	9.168558821222293	GSDMA
Increased Tumor Necrosis Factor Secretion MP:0008560	1/90	0.17916331597756388	0.2781746221756913	0	0	5.241117522016398	9.011878880584876	C1QTNF4
Alopecia MP:0000414	1/90	0.17916331597756388	0.2781746221756913	0	0	5.241117522016398	9.011878880584876	GSDMA
Abnormal Myocardial Fiber Morphology MP:0000278	1/90	0.17916331597756388	0.2781746221756913	0	0	5.241117522016398	9.011878880584876	NPPB
Impaired Glucose Tolerance MP:0005293	2/355	0.181633098226278	0.2790716873789167	0	0	2.674693106704438	4.562402087674458	BAIAP2L1;SGMS1
Decreased Circulating Glucose Level MP:0005560	2/355	0.181633098226278	0.2790716873789167	0	0	2.674693106704438	4.562402087674458	CPT1A;HPSE2
Cachexia MP:0005150	1/93	0.18456197448472278	0.2821024998600685	0	0	5.069330199764982	8.566001923551717	KIF26A
Decreased Insulin Secretion MP:0003059	1/95	0.18814185645146686	0.2846248597599114	0	0	4.960897067280046	8.28747146752115	SGMS1
Abnormal Dendritic Cell Physiology MP:0002376	1/95	0.18814185645146686	0.2846248597599114	0	0	4.960897067280046	8.28747146752115	SEMA3A
Prolonged RR Interval MP:0010506	1/100	0.1970247440695601	0.29654234439040933	0	0	4.708981708981709	7.6493921036518735	PLA2G10
Small Ovary MP:0001127	1/103	0.20230897625829392	0.3001470893921604	0	0	4.569687334393217	7.3021737561184255	SIX6
Infertility MP:0001924	1/104	0.20406285093642734	0.3001470893921604	0	0	4.525059039622146	7.191799593207934	SS18L1
Arrest Of Male Meiosis MP:0008261	1/104	0.20406285093642734	0.3001470893921604	0	0	4.525059039622146	7.191799593207934	TCFL5
Abnormal Neuron Differentiation MP:0009937	1/104	0.20406285093642734	0.3001470893921604	0	0	4.525059039622146	7.191799593207934	SEMA3A
