Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cardiac Conduction	5/113	0.008374927312049701	0.3646900165883461	0	0	4.230045553574965	20.230247344934075	KCNH2;NPPC;KCNK6;DMPK;ATP1A1
Regulation of TP53 Activity Through Association With Co-factors	2/14	0.010117414143590076	0.4038534478983038	0	0	15.071929824561403	69.23286695308205	PPP1R13L;AKT2
Kidney Development	3/42	0.011096423216428977	0.40886051697457537	0	0	6.9820919820919825	31.427320826806174	HNF4A;WNT9B;WNT4
Plasma Lipoprotein Assembly	2/16	0.013150073025454212	0.41690398888309077	0	0	12.917293233082706	55.94903343977703	ZDHHC8;PRKACB
Nuclear Receptor Transcription Pathway	3/46	0.014209955652759993	0.41690398888309077	0	0	6.331118493909192	26.931390720725886	NR4A2;HNF4A;ESRRG
G Alpha (I) Signalling Events	8/287	0.014607330351816437	0.41690398888309077	0	0	2.6359669627551816	11.140207394827911	NPY5R;SST;PDE4C;CCR9;RGS8;PRKACB;RGS6;CCR10
Nef-mediates Down Modulation of Cell Surface Receptors by Recruiting Them to Clathrin Adapters	2/17	0.01479617497079863	0.41690398888309077	0	0	12.055438596491229	50.794223192858354	AP1S1;AP1M2
GPCR Ligand Binding	10/420	0.01852161053011175	0.4704270380202106	0	0	2.2492629321897613	8.971898428041534	PTGIR;NPY5R;SST;CCR9;WNT9B;ADRA1D;DRD1;WNT1;CCR10;WNT4
Signalling to RAS	2/20	0.02022889190857374	0.4704270380202106	0	0	10.044444444444444	39.17979596871874	SHC2;MAPK13
Regulation of Gene Expression in Beta Cells	2/21	0.02219794681466601	0.4704270380202106	0	0	9.515235457063712	36.23168995709275	AKT2;HNF4A
Regulation of TP53 Activity	5/146	0.023073083732322683	0.4704270380202106	0	0	3.233777069822126	12.188392118155463	TAF12;PPP1R13L;AKT2;JMY;RFFL
G Alpha (S) Signalling Events	5/147	0.02367889365752091	0.4704270380202106	0	0	3.210815696316939	12.018632812785146	PTGIR;PDE4C;GPR20;DRD1;PRKACB
DARPP-32 Events	2/22	0.02424283317762651	0.4704270380202106	0	0	9.038947368421052	33.62157816441893	PDE4C;PRKACB
TGFBR3 Expression	2/22	0.02424283317762651	0.4704270380202106	0	0	9.038947368421052	33.62157816441893	MYCN;KLF16
The Role of Nef in HIV-1 Replication and Disease Pathogenesis	2/23	0.026361654502502663	0.4704270380202106	0	0	8.608020050125313	31.297424986340147	AP1S1;AP1M2
VEGFR2 Mediated Vascular Permeability	2/23	0.026361654502502663	0.4704270380202106	0	0	8.608020050125313	31.297424986340147	AKT2;CTNND1
Adipogenesis	4/102	0.026516764147277005	0.4704270380202106	0	0	3.71168041684759	13.473318763469205	KLF5;CEBPD;WNT1;BMP7
G Beta Gamma Signalling Through PI3Kgamma	2/24	0.028552546539265033	0.48845249258242684	0	0	8.216267942583732	29.217123991608204	AKT2;PIK3CG
RHOB GTPase Cycle	3/61	0.02989395246846249	0.49376562870322527	0	0	4.689655172413793	16.461154295056634	DIAPH1;MCAM;ARHGEF1
FCERI Mediated Ca+2 Mobilization	2/26	0.03314324419029904	0.5152053770349105	0	0	7.530701754385965	25.65647114698775	FCER1G;NFATC2
RHOC GTPase Cycle	3/66	0.036532664470977194	0.5152053770349105	0	0	4.316200554295793	14.284675076988846	DIAPH1;MCAM;ARHGEF1
GPVI-mediated Activation Cascade	2/28	0.03800063935205456	0.5152053770349105	0	0	6.950607287449393	22.72954436813136	FCER1G;PIK3CG
G-protein Beta Gamma Signalling	2/29	0.040525017260899666	0.5152053770349105	0	0	6.692787524366472	21.45597774988249	AKT2;PIK3CG
Lysosome Vesicle Biogenesis	2/29	0.040525017260899666	0.5152053770349105	0	0	6.692787524366472	21.45597774988249	AP1S1;AP1M2
Class A 1 (Rhodopsin-like Receptors)	7/291	0.04307262333873879	0.5152053770349105	0	0	2.2529501332318236	7.08523004298785	PTGIR;NPY5R;SST;CCR9;ADRA1D;DRD1;CCR10
Wax and Plasmalogen Biosynthesis	1/4	0.04345057534821845	0.5152053770349105	0	0	30.001745200698082	94.08940875060455	AGPS
PKA-mediated Phosphorylation of Key Metabolic Factors	1/4	0.04345057534821845	0.5152053770349105	0	0	30.001745200698082	94.08940875060455	PRKACB
Muscle Contraction	5/180	0.04963636101392392	0.5152053770349105	0	0	2.600305576776165	7.808799891782332	KCNH2;NPPC;KCNK6;DMPK;ATP1A1
CD22 Mediated BCR Regulation	1/5	0.054016507981909864	0.5152053770349105	0	0	22.5	65.6654754547556	CD79B
Dopamine Receptors	1/5	0.054016507981909864	0.5152053770349105	0	0	22.5	65.6654754547556	DRD1
Hyaluronan Biosynthesis and Export	1/5	0.054016507981909864	0.5152053770349105	0	0	22.5	65.6654754547556	HAS1
Molecules Associated With Elastic Fibres	2/34	0.05403735205223256	0.5152053770349105	0	0	5.645394736842105	16.47371215754119	EFEMP2;BMP7
Regulation of TP53 Degradation	2/34	0.05403735205223256	0.5152053770349105	0	0	5.645394736842105	16.47371215754119	AKT2;RFFL
Signalling to ERKs	2/34	0.05403735205223256	0.5152053770349105	0	0	5.645394736842105	16.47371215754119	SHC2;MAPK13
RHOA GTPase Cycle	4/130	0.05611742134139977	0.5152053770349105	0	0	2.8821344140493075	8.30143761653129	ARHGAP11A;DIAPH1;MCAM;ARHGEF1
RET Signaling	2/35	0.056906743743437405	0.5152053770349105	0	0	5.474003189792663	15.690362107075098	NRTN;PRKACB
Regulation of TP53 Expression and Degradation	2/35	0.056906743743437405	0.5152053770349105	0	0	5.474003189792663	15.690362107075098	AKT2;RFFL
FLT3 Signaling	2/35	0.056906743743437405	0.5152053770349105	0	0	5.474003189792663	15.690362107075098	AKT2;SLA2
Transcriptional Regulation of White Adipocyte Differentiation	3/79	0.056984994045861964	0.5152053770349105	0	0	3.575187969924812	10.2427966543633	KLF5;CEBPD;WNT1
RHOF GTPase Cycle	2/36	0.05982818447601402	0.5152053770349105	0	0	5.312693498452012	14.962024034500493	DIAPH1;MCAM
CDH11 Homotypic and Heterotypic Interactions	1/6	0.06446633448239324	0.5152053770349105	0	0	17.99895287958115	49.34614767606924	CTNND1
MECP2 Regulates Transcription of Neuronal Ligands	1/6	0.06446633448239324	0.5152053770349105	0	0	17.99895287958115	49.34614767606924	SST
NCAM1 Interactions	2/38	0.06582129574659489	0.5152053770349105	0	0	5.0169590643274855	13.650201670412129	NRTN;COL6A6
Amine Ligand-Binding Receptors	2/40	0.07200511043576321	0.5152053770349105	0	0	4.752354570637119	12.503531293161815	ADRA1D;DRD1
Regulation of Beta-Cell Development	2/40	0.07200511043576321	0.5152053770349105	0	0	4.752354570637119	12.503531293161815	AKT2;HNF4A
Signaling by TGFBR3	2/40	0.07200511043576321	0.5152053770349105	0	0	4.752354570637119	12.503531293161815	MYCN;KLF16
Nectin Necl Trans Heterodimerization	1/7	0.0748013232941006	0.5152053770349105	0	0	14.99825479930192	38.88927038063299	NECTIN4
Regulation of CDH19 Expression and Function	1/7	0.0748013232941006	0.5152053770349105	0	0	14.99825479930192	38.88927038063299	CTNND1
Erythrocytes Take up Oxygen and Release Carbon Dioxide	1/7	0.0748013232941006	0.5152053770349105	0	0	14.99825479930192	38.88927038063299	CA2
InlA-mediated Entry of Listeria Monocytogenes Into Host Cells	1/7	0.0748013232941006	0.5152053770349105	0	0	14.99825479930192	38.88927038063299	CTNND1
TYSND1 Cleaves Peroxisomal Proteins	1/7	0.0748013232941006	0.5152053770349105	0	0	14.99825479930192	38.88927038063299	AGPS
Elastic Fibre Formation	2/41	0.07516502566592173	0.5152053770349105	0	0	4.630229419703104	11.983354337320078	EFEMP2;BMP7
Vasopressin Regulates Renal Water Homeostasis via Aquaporins	2/41	0.07516502566592173	0.5152053770349105	0	0	4.630229419703104	11.983354337320078	AQP4;PRKACB
Class B 2 (Secretin Family Receptors)	3/90	0.07767634220233467	0.5152053770349105	0	0	3.12114577631819	7.97516587054427	WNT9B;WNT1;WNT4
AKT Phosphorylates Targets in the Nucleus	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	AKT2
mRNA Editing C to U Conversion	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	A1CF
Axonal Growth Inhibition (RHOA Activation)	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	MAG
Phase 3 - Rapid Repolarisation	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	KCNH2
ROBO Receptors Bind AKAP5	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	PRKACB
RUNX2 Regulates Genes Involved in Cell Migration	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	AKT2
Regulation of CDH11 Function	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	CTNND1
Formation of the Editosome	1/8	0.08502272937454412	0.5152053770349105	0	0	12.854899027673897	31.685226304714885	A1CF
Golgi Associated Vesicle Biogenesis	2/45	0.08822664389801312	0.5152053770349105	0	0	4.198531211750306	10.193388369537761	AP1S1;AP1M2
SUMO E3 Ligases SUMOylate Target Proteins	4/153	0.08969675337182749	0.5152053770349105	0	0	2.433956875624732	5.869050608945908	NR4A2;PHC1;NSMCE4A;HIC1
RHOD GTPase Cycle	2/46	0.0915910420774329	0.5152053770349105	0	0	4.1028708133971294	9.807591859540027	DIAPH1;MCAM
Ion Homeostasis	2/46	0.0915910420774329	0.5152053770349105	0	0	4.1028708133971294	9.807591859540027	DMPK;ATP1A1
Cell Junction Organization	3/98	0.09449814436666885	0.5152053770349105	0	0	2.8569757727652463	6.740106050147863	CTNND1;LAMC2;NECTIN4
Signaling by ERBB2	2/47	0.09499252080252382	0.5152053770349105	0	0	4.011461988304093	9.442809504466187	DIAPH1;AKT2
p75NTR Regulates Axonogenesis	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	MAG
Activation of Ca-permeable Kainate Receptor	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	GRIK3
Adrenoceptors	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	ADRA1D
Calcineurin Activates NFAT	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	NFATC2
Prostanoid Ligand Receptors	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	PTGIR
RUNX1 and FOXP3 Control the Development of Regulatory T Lymphocytes (Tregs)	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	NFATC2
Ionotropic Activity of Kainate Receptors	1/9	0.09513179418690612	0.5152053770349105	0	0	11.247382198952879	26.459377111561896	GRIK3
Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways	2/48	0.0984298613241858	0.5152053770349105	0	0	3.9240274599542335	9.097508632370818	PSTPIP1;MAPK13
SUMOylation	4/159	0.09974817149753733	0.5152053770349105	0	0	2.3389155799588197	5.391449633158256	NR4A2;PHC1;NSMCE4A;HIC1
mRNA Editing	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	A1CF
Apoptotic Cleavage of Cell Adhesion Proteins	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	DSG3
CLEC7A (Dectin-1) Induces NFAT Activation	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	NFATC2
CREB1 Phosphorylation Through the Activation of Adenylate Cyclase	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	PRKACB
Eicosanoid Ligand-Binding Receptors	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	PTGIR
Reversible Hydration of Carbon Dioxide	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	CA2
Tandem Pore Domain Potassium Channels	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	KCNK6
Transport of Organic Anions	1/10	0.10512974579836169	0.5152053770349105	0	0	9.997091332169866	22.51904822485825	SLCO4C1
Adherens Junctions Interactions	2/50	0.10540736315119256	0.5152053770349105	0	0	3.760087719298246	8.45990703774275	CTNND1;NECTIN4
Aquaporin-mediated Transport	2/50	0.10540736315119256	0.5152053770349105	0	0	3.760087719298246	8.45990703774275	AQP4;PRKACB
Transcriptional Regulation of Granulopoiesis	2/50	0.10540736315119256	0.5152053770349105	0	0	3.760087719298246	8.45990703774275	KLF5;MYB
Signaling by NTRK1 (TRKA)	3/105	0.1103280575094962	0.5198072819726361	0	0	2.6598194833488953	5.863032135751102	EGR1;SHC2;MAPK13
O2 CO2 Exchange in Erythrocytes	1/11	0.11501779898801069	0.5198072819726361	0	0	8.996858638743456	19.45722177638967	CA2
Regulation of Glycolysis by Fructose 2,6-Bisphosphate Metabolism	1/11	0.11501779898801069	0.5198072819726361	0	0	8.996858638743456	19.45722177638967	PRKACB
Regulation of Localization of FOXO Transcription Factors	1/11	0.11501779898801069	0.5198072819726361	0	0	8.996858638743456	19.45722177638967	AKT2
Erythrocytes Take up Carbon Dioxide and Release Oxygen	1/11	0.11501779898801069	0.5198072819726361	0	0	8.996858638743456	19.45722177638967	CA2
Type I Hemidesmosome Assembly	1/11	0.11501779898801069	0.5198072819726361	0	0	8.996858638743456	19.45722177638967	LAMC2
Unwinding of DNA	1/11	0.11501779898801069	0.5198072819726361	0	0	8.996858638743456	19.45722177638967	MCM6
Chemokine Receptors Bind Chemokines	2/54	0.11974150044997023	0.5198072819726361	0	0	3.4700404858299594	7.364883406578161	CCR9;CCR10
Regulation of PTEN Gene Transcription	2/54	0.11974150044997023	0.5198072819726361	0	0	3.4700404858299594	7.364883406578161	EGR1;PHC1
Assembly of Collagen Fibrils and Other Multimeric Structures	2/55	0.12339756685374485	0.5198072819726361	0	0	3.404369414101291	7.123111526760954	LAMC2;COL6A6
AKT Phosphorylates Targets in the Cytosol	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	AKT2
Anchoring Fibril Formation	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	LAMC2
Physiological Factors	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	NPPC
Downregulation of ERBB2 ERBB3 Signaling	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	AKT2
Erythropoietin Activates Phosphoinositide-3-kinase (PI3K)	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	PIK3CG
SARS-CoV-2 Targets Host Intracellular Signalling and Regulatory Pathways	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	AKT2
Transcriptional Regulation of Testis Differentiation	1/12	0.12479715537965166	0.5198072819726361	0	0	8.178486435030937	17.019966916908075	WNT4
NCAM Signaling for Neurite Out-Growth	2/57	0.13078931233613772	0.5236638431310859	0	0	3.2801913875598085	6.672458889076236	NRTN;COL6A6
trans-Golgi Network Vesicle Budding	2/57	0.13078931233613772	0.5236638431310859	0	0	3.2801913875598085	6.672458889076236	AP1S1;AP1M2
MITF-M-regulated Melanocyte Development	3/114	0.13204905474525777	0.5236638431310859	0	0	2.442871442871443	4.94579305949351	DIAPH1;AKT2;TFEC
Peptide Ligand-Binding Receptors	4/177	0.13280798114483594	0.5236638431310859	0	0	2.093346451850941	4.226154462036544	NPY5R;SST;CCR9;CCR10
p38MAPK Events	1/13	0.1344690035597569	0.5236638431310859	0	0	7.496509598603839	15.041158508156217	MAPK13
Activation of BAD and Translocation to Mitochondria	1/13	0.1344690035597569	0.5236638431310859	0	0	7.496509598603839	15.041158508156217	AKT2
Negative Regulation of FLT3	1/13	0.1344690035597569	0.5236638431310859	0	0	7.496509598603839	15.041158508156217	SLA2
Passive Transport by Aquaporins	1/13	0.1344690035597569	0.5236638431310859	0	0	7.496509598603839	15.041158508156217	AQP4
PTEN Regulation	3/117	0.1395998607110758	0.539260752262946	0	0	2.378167641325536	4.682552837114526	EGR1;PHC1;AKT2
RHO GTPase Cycle	7/390	0.1415868992485994	0.5406179442322467	0	0	1.6608143391433208	3.246628995630935	DOCK6;ARHGAP11A;ZNF512B;DIAPH1;MCAM;TRA2B;ARHGEF1
Platelet Adhesion to Exposed Collagen	1/14	0.14403451917179008	0.5406179442322467	0	0	6.919452275473218	13.407838531235653	FCER1G
Rap1 Signalling	1/14	0.14403451917179008	0.5406179442322467	0	0	6.919452275473218	13.407838531235653	PRKACB
C-type Lectin Receptors (CLRs)	3/121	0.14988817639779056	0.5406179442322467	0	0	2.2970137207425343	4.359423676108983	FCER1G;NFATC2;PRKACB
Signaling by NTRKs	3/122	0.15249777503674763	0.5406179442322467	0	0	2.277577697745765	4.283224627966055	EGR1;SHC2;MAPK13
Negative Regulation of TCF-dependent Signaling by WNT Ligand Antagonists	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	WNT4
ERBB2 Regulates Cell Motility	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	DIAPH1
Role of LAT2 NTAL LAB on Calcium Mobilization	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	FCER1G
SUMOylation of DNA Methylation Proteins	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	PHC1
Hyaluronan Metabolism	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	HAS1
TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	LTB
The NLRP3 Inflammasome	1/15	0.15349486516823707	0.5406179442322467	0	0	6.424831712789828	12.040701069833528	PSTPIP1
Plasma Lipoprotein Assembly, Remodeling, and Clearance	2/65	0.16127278292371564	0.5530049674888781	0	0	2.862322472848789	5.2227597241397286	ZDHHC8;PRKACB
Phase 4 - Resting Membrane Potential	1/16	0.16285119177927235	0.5530049674888781	0	0	5.996160558464223	10.882542300936338	KCNK6
Receptor-type Tyrosine-Protein Phosphatases	1/16	0.16285119177927235	0.5530049674888781	0	0	5.996160558464223	10.882542300936338	SLITRK6
Specification of the Neural Plate Border	1/16	0.16285119177927235	0.5530049674888781	0	0	5.996160558464223	10.882542300936338	MYB
RHO GTPases Activate Formins	3/126	0.1630778628736543	0.5530049674888781	0	0	2.2029939347012517	3.9951900958889794	DIAPH1;CENPH;SCAI
Immune System	24/1769	0.169610264433572	0.5530049674888781	0	0	1.264756446991404	2.2439967011582356	EGR1;FCER1G;CEBPD;IL11RA;GMFG;FGL2;NFATC2;IL19;DEFB124;SLA2;MAPK13;CD79B;CNN2;MRC2;NPEPPS;DIAPH1;PSTPIP1;ZEB1;AKT2;SLCO4C1;AP1S1;LTB;PRKACB;AP1M2
PKA Activation in Glucagon Signalling	1/17	0.1721046367293373	0.5530049674888781	0	0	5.6210732984293195	9.891136435841561	PRKACB
Defective GALNT12 Causes CRCS1	1/17	0.1721046367293373	0.5530049674888781	0	0	5.6210732984293195	9.891136435841561	GALNT12
Regulation of TP53 Activity Through Methylation	1/17	0.1721046367293373	0.5530049674888781	0	0	5.6210732984293195	9.891136435841561	JMY
HDMs Demethylate Histones	1/17	0.1721046367293373	0.5530049674888781	0	0	5.6210732984293195	9.891136435841561	PHF2
IL-6-type Cytokine Receptor Ligand Interactions	1/17	0.1721046367293373	0.5530049674888781	0	0	5.6210732984293195	9.891136435841561	IL11RA
Listeria Monocytogenes Entry Into Host Cells	1/17	0.1721046367293373	0.5530049674888781	0	0	5.6210732984293195	9.891136435841561	CTNND1
SUMOylation of DNA Damage Response and Repair Proteins	2/69	0.17696128801301148	0.5530049674888781	0	0	2.6908091123330715	4.660008559288486	NSMCE4A;PHC1
Cell-Cell Communication	3/132	0.1793425352133404	0.5530049674888781	0	0	2.0997908207210534	3.608401698391239	CTNND1;LAMC2;NECTIN4
PKA Activation	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	PRKACB
PKA-mediated Phosphorylation of CREB	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	PRKACB
CD28 Dependent PI3K Akt Signaling	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	AKT2
Pre-NOTCH Processing in Golgi	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	RFNG
Prostacyclin Signalling Through Prostacyclin Receptor	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	PTGIR
Inflammasomes	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	PSTPIP1
Lewis Blood Group Biosynthesis	1/18	0.181256325460864	0.5530049674888781	0	0	5.290113951339698	9.034684539978128	B3GALT2
G Alpha (12 13) Signalling Events	2/71	0.18489337791778987	0.5605311900165908	0	0	2.612509534706331	4.40985327843453	ADRA1D;ARHGEF1
CD209 (DC-SIGN) Signaling	1/19	0.19030737108626136	0.5733159166686742	0	0	4.995927865037813	8.288817717724733	PRKACB
Cell-cell Junction Organization	2/73	0.19287563167974053	0.5774214223412232	0	0	2.5386212008895477	4.177833517745626	CTNND1;NECTIN4
Presynaptic Function of Kainate Receptors	1/20	0.19925887466668082	0.5785846850730303	0	0	4.732708735188758	7.634571093107571	GRIK3
Respiratory Syncytial Virus (RSV) Attachment and Entry	1/20	0.19925887466668082	0.5785846850730303	0	0	4.732708735188758	7.634571093107571	NCL
SUMOylation of Transcription Factors	1/20	0.19925887466668082	0.5785846850730303	0	0	4.732708735188758	7.634571093107571	HIC1
Signaling by Rho GTPases	9/589	0.20484663982496704	0.5785846850730303	0	0	1.4087620124364046	2.2335832648397287	DOCK6;ARHGAP11A;ZNF512B;DIAPH1;CENPH;MCAM;TRA2B;ARHGEF1;SCAI
MITF-M-dependent Gene Expression	2/76	0.2049300335505679	0.5785846850730303	0	0	2.4352773826458036	3.860125687403215	DIAPH1;AKT2
CTLA4 Inhibitory Signaling	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	AKT2
Constitutive Signaling by AKT1 E17K in Cancer	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	AKT2
RHOBTB1 GTPase Cycle	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	TRA2B
RHOBTB2 GTPase Cycle	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	TRA2B
Estrogen-dependent Nuclear Events Downstream of ESR-membrane Signaling	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	AKT2
FGFR2 Alternative Splicing	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	ESRP2
Synthesis of Very Long-Chain Fatty acyl-CoAs	1/21	0.20811192524315003	0.5785846850730303	0	0	4.495811518324607	7.056982015698128	ELOVL7
PCP CE Pathway	2/77	0.20896691131030112	0.5785846850730303	0	0	2.4026666666666667	3.761565339027111	WNT1;WNT4
Developmental Biology	17/1243	0.2126923054378866	0.5799059545332246	0	0	1.2652342111395944	1.9584670848230235	CEBPD;WNT9B;BMP7;DIAPH1;MAG;LIN28A;KLF5;AKT2;HNF4A;MYB;TFEC;NRTN;COL6A6;DSG3;WNT1;PRKACB;WNT4
RAB GEFs Exchange GTP for GDP on RABs	2/78	0.2130120102663612	0.5799059545332246	0	0	2.3709141274238226	3.6663975596647083	DENND2D;AKT2
Factors Involved in Megakaryocyte Development and Platelet Production	3/144	0.21307609185354387	0.5799059545332246	0	0	1.9197343239896432	2.968112638313756	DOCK6;MYB;PRKACB
Basigin Interactions	1/22	0.21686759999918448	0.5803328513944657	0	0	4.281475941161805	6.544100038795265	MAG
Blood Group Systems Biosynthesis	1/22	0.21686759999918448	0.5803328513944657	0	0	4.281475941161805	6.544100038795265	B3GALT2
Triglyceride Catabolism	1/22	0.21686759999918448	0.5803328513944657	0	0	4.281475941161805	6.544100038795265	PRKACB
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	9/601	0.2210295585906722	0.581969754723529	0	0	1.379209127159947	2.081859405240504	DOCK6;ARHGAP11A;ZNF512B;DIAPH1;CENPH;MCAM;TRA2B;ARHGEF1;SCAI
Opioid Signalling	2/80	0.221124207431487	0.581969754723529	0	0	2.309851551956815	3.4856369292091407	PDE4C;PRKACB
Collagen Formation	2/80	0.221124207431487	0.581969754723529	0	0	2.309851551956815	3.4856369292091407	LAMC2;COL6A6
Regulation of CDH11 Expression and Function	1/23	0.22552696446262627	0.5839319782572865	0	0	4.086625416468348	6.086274783274375	CTNND1
Signaling by Erythropoietin	1/23	0.22552696446262627	0.5839319782572865	0	0	4.086625416468348	6.086274783274375	PIK3CG
Interleukin-20 Family Signaling	1/23	0.22552696446262627	0.5839319782572865	0	0	4.086625416468348	6.086274783274375	IL19
Cell Recruitment (Pro-Inflammatory Response)	1/24	0.2340910724932251	0.5932784324034647	0	0	3.908718415661279	5.675635190772371	PSTPIP1
