Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Abnormal Leukocyte Cell Number MP:0000217	3/22	0.0017491323936356504	0.12316151540358511	0	0	14.348370927318296	91.09257544437689	EGR1;SPNS2;CCR9
Bilateral Cleft Palate MP:0021210	2/6	0.001767484239320856	0.12316151540358511	0	0	45.23684210526316	286.72006564865626	PHC1;ZEB1
Abnormal Branching Involved In Ureteric Bud Morphogenesis MP:0010981	2/6	0.001767484239320856	0.12316151540358511	0	0	45.23684210526316	286.72006564865626	TCF21;SPRY1
Abnormal Kidney Mesenchyme Morphology MP:0010985	2/6	0.001767484239320856	0.12316151540358511	0	0	45.23684210526316	286.72006564865626	TCF21;BMP7
Abnormal Olfactory Bulb Layer Morphology MP:0009946	2/6	0.001767484239320856	0.12316151540358511	0	0	45.23684210526316	286.72006564865626	APC2;ZEB1
Decreased IgG1 Level MP:0008495	5/81	0.00202669833808171	0.1333648336961613	0	0	6.022375457359978	37.3468414475506	CD79B;FCER1G;ZEB1;SPNS2;LTB
Palatal Shelves Fail To Meet At Midline MP:0009888	4/50	0.002232849702626601	0.1333648336961613	0	0	7.9315448658649395	48.41793016057623	MN1;ZEB1;PHC1;BMP7
Abnormal Suckling Behavior MP:0001436	5/83	0.002256376916247659	0.1333648336961613	0	0	5.867269984917043	35.75511328577955	NR4A2;MN1;MAGEL2;ZEB1;TASP1
Enhanced Cued Conditioning Behavior MP:0009455	3/24	0.002261895418199735	0.1333648336961613	0	0	12.980347694633409	79.07046473272618	NSG2;TASOR;SLA2
Abnormal Olfactory Bulb Mitral Cell Layer Morphology MP:0009951	2/7	0.0024565157104429274	0.13449423514675027	0	0	36.18736842105263	217.45030615445773	APC2;ZEB1
Impaired Branching Involved In Bronchus Morphogenesis MP:0011028	2/7	0.0024565157104429274	0.13449423514675027	0	0	36.18736842105263	217.45030615445773	MYCN;TCF21
Decreased Inflammatory Response MP:0001876	5/87	0.0027717582524700154	0.1465208758978115	0	0	5.579757401852094	32.85513715454723	EGR1;FCER1G;CEBPD;CMTM4;PIK3CG
Abnormal Hematopoietic Stem Cell Morphology MP:0004808	3/27	0.0031903760239719893	0.1577692401531955	0	0	11.355820105820106	65.26889893491987	EGR1;PHC1;MYB
Decreased Renal Glomerulus Number MP:0004505	3/27	0.0031903760239719893	0.1577692401531955	0	0	11.355820105820106	65.26889893491987	TCF21;BMP7;WNT4
Abnormal Kidney Development MP:0000527	4/59	0.004086041010923177	0.18713107532616546	0	0	6.630174081237911	36.46714256191857	WNT9B;TCF21;BMP7;WNT4
Secondary Sex Reversal MP:0001939	2/9	0.004150330437762313	0.18713107532616546	0	0	25.84511278195489	141.74926105810545	TCF21;WNT4
Enhanced Skeletal Muscle Regeneration MP:0031318	2/9	0.004150330437762313	0.18713107532616546	0	0	25.84511278195489	141.74926105810545	DMPK;MYOZ1
Preweaning Lethality, Incomplete Penetrance MP:0011110	18/827	0.004731615344077273	0.19480526616459748	0	0	2.095179233621755	11.216518193281443	IVNS1ABP;DOCK6;DENND2D;EGR1;DAZAP1;FCER1G;RNF38;KLF16;ELAVL3;TBX15;B3GALT2;MYB;AGPS;ARHGEF1;ANKS1A;WNT1;NECTIN4;PRKACB
No Abnormal Phenotype Detected MP:0002169	30/1661	0.004857170278813546	0.19480526616459748	0	0	1.767036809955265	9.413533886178447	DAZAP1;FOXI3;TCF21;RFNG;MYPN;CD79B;MRC2;SCEL;EFEMP2;HNF4A;TRA2B;HAS1;MYB;SPOCK1;DRD1;ANKS1A;RFFL;WNT4;DMPK;BMP7;HIC1;MAPK13;MYCN;LIN28A;ZEB1;KLF5;SST;TFEC;SPRY1;CC2D1A
Ascites MP:0005324	2/10	0.0051503498855004146	0.19480526616459748	0	0	22.61315789473684	119.14173306229587	IVNS1ABP;ZEB1
Abnormal Maxillary Shelf Morphology MP:0004538	2/10	0.0051503498855004146	0.19480526616459748	0	0	22.61315789473684	119.14173306229587	ZEB1;BMP7
Abnormal Muscle Tone MP:0004142	2/10	0.0051503498855004146	0.19480526616459748	0	0	22.61315789473684	119.14173306229587	ADRA1D;MYOZ1
Enhanced Behavioral Response To Addictive Substance MP:0009749	2/10	0.0051503498855004146	0.19480526616459748	0	0	22.61315789473684	119.14173306229587	NR4A2;ATP1A1
Decreased CD8-positive, Alpha-Beta T Cell Number MP:0008079	6/144	0.005315470471654422	0.19480526616459748	0	0	3.9869097709209913	20.87997973301406	DIAPH1;ZEB1;CMTM4;SPNS2;ARHGEF1;PIK3CG
Decreased B Cell Number MP:0005017	7/192	0.005534105150136003	0.19480526616459748	0	0	3.4788312636961285	18.078878663229446	CD79B;MYB;SPNS2;HCLS1;ARHGEF1;DSG3;MARCHF9
Abnormal T Cell Physiology MP:0002444	5/105	0.0061807291620928	0.19480526616459748	0	0	4.570588235294117	23.247469906119193	PSTPIP1;SPNS2;FGL2;NFATC2;PIK3CG
Abnormal Crista Ampullaris Neuroepithelium Morphology MP:0004409	2/11	0.006249333639077592	0.19480526616459748	0	0	20.099415204678362	102.01016881691977	ZEB1;SLITRK6
Abnormal Kidney Medulla Morphology MP:0003014	2/11	0.006249333639077592	0.19480526616459748	0	0	20.099415204678362	102.01016881691977	TCF21;ESRRG
Abnormal Lens Vesicle Development MP:0001292	2/11	0.006249333639077592	0.19480526616459748	0	0	20.099415204678362	102.01016881691977	MYCN;BMP7
Abnormal Mandibular Angle Morphology MP:0004596	2/11	0.006249333639077592	0.19480526616459748	0	0	20.099415204678362	102.01016881691977	TBX15;ZEB1
Hypokalemia MP:0004119	2/11	0.006249333639077592	0.19480526616459748	0	0	20.099415204678362	102.01016881691977	CA2;HNF4A
Enlarged Thymus MP:0000709	6/151	0.006668748800473841	0.19480526616459748	0	0	3.792880978865406	19.00355889110001	SCEL;PSTPIP1;NFATC2;HCLS1;ATP1A1;RFFL
Postnatal Growth Retardation MP:0001732	14/599	0.006799326743077475	0.19480526616459748	0	0	2.2330356285412467	11.144928261217535	APC2;EGR1;PHF2;DAZAP1;UPK2;NPPC;NPEPPS;DIAPH1;ZEB1;TLX2;CA2;DRD1;DSG3;AP1M2
Increased Single-Positive T Cell Number MP:0008082	3/36	0.007242320359033567	0.19480526616459748	0	0	8.254449254449254	40.67638756363073	DIAPH1;ZEB1;SPNS2
Abnormal NK Cell Differentiation MP:0008053	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	IL11RA;PIK3CG
Abnormal Immune Cell Physiology MP:0001819	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	FCER1G;PIK3CG
Decreased Somatotroph Cell Number MP:0008329	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	EGR1;WNT4
Abnormal Large Intestine Morphology MP:0000489	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	MYCN;TLX2
Impaired Behavioral Response To Cocaine MP:0009758	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	AQP4;DRD1
Abnormal Sphenoid Bone Morphology MP:0000104	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	MN1;PHC1
Abnormal Supraoccipital Bone Morphology MP:0000078	2/12	0.007444997132973384	0.19480526616459748	0	0	18.088421052631578	88.63711595432545	MN1;TBX15
Decreased Neutrophil Cell Number MP:0000222	5/110	0.007497397719315885	0.19480526616459748	0	0	4.351667939903234	21.29357847126553	CNN2;ZEB1;MYB;PRDM11;PIK3CG
Impaired Branching Involved In Ureteric Bud Morphogenesis MP:0004936	3/37	0.007818185925257397	0.1997546503903265	0	0	8.011204481792717	38.86477817473966	GREB1L;WNT9B;TCF21
Abnormal Liver Development MP:0000596	3/38	0.008420326291246304	0.21161246236853415	0	0	7.781859410430839	37.17477272451953	MYCN;ESRP2;MYB
Reduced Male Mating Frequency MP:0001380	2/13	0.008735093723190174	0.21255394726429422	0	0	16.443062200956938	77.94680067762663	NPEPPS;LIN28A
Abnormal Temporal Bone Morphology MP:0005272	2/13	0.008735093723190174	0.21255394726429422	0	0	16.443062200956938	77.94680067762663	TBX15;FOXI3
Decreased Body Size MP:0001265	17/817	0.009198414517634798	0.22033077274272103	0	0	1.9907	9.333843155089644	EGR1;DAZAP1;PHC1;FGL2;BMP7;ZDBF2;NPPC;NPEPPS;TBX15;LIN28A;ZEB1;CA2;MYB;TASP1;SCAP;DRD1;DSG3
Abnormal Aorta Wall Morphology MP:0009866	2/14	0.010117414143590076	0.238608716752562	0	0	15.071929824561403	69.23286695308205	EFEMP2;KLF5
Abnormal Ovary Morphology MP:0001126	5/119	0.01033881485628836	0.238608716752562	0	0	4.006004315601839	18.314850965892177	EGR1;DAZAP1;AKT2;TCF21;WNT4
Postnatal Lethality, Incomplete Penetrance MP:0011086	13/567	0.010428430543001731	0.238608716752562	0	0	2.1813928160861584	9.954174228010444	PHF2;MAGEL2;UPK2;ESRRG;KLF1;NPPC;MYCN;ZEB1;PPP1R13L;SPRY1;DRD1;DSG3;AP1M2
Lethality During Fetal Growth Through Weaning, Incomplete Penetrance MP:0011112	2/15	0.011589785958004336	0.24288026443399166	0	0	13.91174089068826	62.013408705038074	DAZAP1;WNT4
Abnormal Enteric Neuron Morphology MP:0001046	2/15	0.011589785958004336	0.24288026443399166	0	0	13.91174089068826	62.013408705038074	TLX2;NRTN
Abnormal Eye Size MP:0002697	2/15	0.011589785958004336	0.24288026443399166	0	0	13.91174089068826	62.013408705038074	EGR1;SPNS2
Decreased Body Length MP:0001258	10/391	0.011779265436240628	0.24288026443399166	0	0	2.4246488419716767	10.76887042608502	NPPC;EGR1;PHF2;MYCN;NRN1;LIN28A;ZMYM4;AKT2;GRIK3;DCLK1
Abnormal Vertebrae Morphology MP:0000137	5/125	0.012597333006779747	0.24288026443399166	0	0	3.804367201426025	16.64132990237182	TBX15;MYCN;PHC1;TASP1;BMP7
Decreased Immature B Cell Number MP:0008215	3/44	0.012597846459832038	0.24288026443399166	0	0	6.640727835849787	29.048066907214317	CD79B;SPNS2;DSG3
Abnormal Midbrain Development MP:0003864	3/44	0.012597846459832038	0.24288026443399166	0	0	6.640727835849787	29.048066907214317	NR4A2;EGR1;WNT1
Abnormal Definitive Hematopoiesis MP:0002123	4/82	0.012916307648659076	0.24288026443399166	0	0	4.6688488816148395	20.306059197077946	DIAPH1;MYB;MPL;PIK3CG
Abnormal Apical Ectodermal Ridge Morphology MP:0001676	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	MYCN;BMP7
Decreased Circulating Prolactin Level MP:0005121	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	NPEPPS;SST
Small Ears MP:0000018	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	FOXI3;HIC1
Decreased Nephron Number MP:0011290	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	TCF21;BMP7
Eyelids Fail To Open MP:0005176	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	SPNS2;BMP7
Increased CD8-positive, Alpha-Beta Memory T Cell Number MP:0010838	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	DIAPH1;ARHGEF1
Increased Gamma-Delta T Cell Number MP:0008346	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	CCR9;ARHGEF1
Increased Incidence Of Corneal Inflammation MP:0001313	2/16	0.013150073025454212	0.24288026443399166	0	0	12.917293233082706	55.94903343977703	SPNS2;NRTN
Abnormal B Cell Differentiation MP:0002144	4/83	0.013456052161127259	0.24557295194057246	0	0	4.609480204686237	19.85914479212574	CD79B;ZEB1;PHC1;MYB
Decreased Lymphocyte Cell Number MP:0005016	7/232	0.014740306450093152	0.2577560935253898	0	0	2.8536456456456456	12.034307671880235	DIAPH1;ZEB1;B3GALT2;SPNS2;ADGRF5;CCR9;DSG3
Decreased Growth Hormone Level MP:0005136	2/17	0.01479617497079863	0.2577560935253898	0	0	12.055438596491229	50.794223192858354	EGR1;SST
Hydroureter MP:0000536	2/17	0.01479617497079863	0.2577560935253898	0	0	12.055438596491229	50.794223192858354	SPRY1;BMP7
Absent Peyer's Patches MP:0002831	2/17	0.01479617497079863	0.2577560935253898	0	0	12.055438596491229	50.794223192858354	CD79B;LTB
Decreased Physiological Sensitivity To Xenobiotic MP:0008874	5/132	0.015628977439364724	0.25812343983721914	0	0	3.593203924375763	14.942800460498884	NPPC;FCER1G;AQP4;DRD1;MAP3K6
Pulmonary Hypoplasia MP:0001178	3/48	0.015933760002643176	0.25812343983721914	0	0	6.049029982363316	25.03884144942257	MYCN;GREB1L;TCF21
Decreased Hematopoietic Stem Cell Number MP:0004810	3/48	0.015933760002643176	0.25812343983721914	0	0	6.049029982363316	25.03884144942257	MYCN;MYB;MPL
Abnormal Thymus Morphology MP:0000703	6/183	0.01614982259993933	0.25812343983721914	0	0	3.1013304173501	12.795612360469631	SCEL;PSTPIP1;SPNS2;HCLS1;ATP1A1;RFFL
Perinatal Lethality, Complete Penetrance MP:0011089	7/237	0.01638610314649101	0.25812343983721914	0	0	2.7907873090481785	11.473824346995743	MN1;EFEMP2;PHC1;ZEB1;RFNG;HIC1;CC2D1A
Anterior Iris Synechia MP:0011481	2/18	0.016526026664317933	0.25812343983721914	0	0	11.301315789473684	46.36725051541852	ZEB1;PPP1R13L
Blepharoptosis MP:0001344	2/18	0.016526026664317933	0.25812343983721914	0	0	11.301315789473684	46.36725051541852	EFEMP2;NRTN
Abnormal Intercalated Disk Morphology MP:0006267	2/18	0.016526026664317933	0.25812343983721914	0	0	11.301315789473684	46.36725051541852	PPP1R13L;MYPN
Abnormal Iridocorneal Angle MP:0004221	2/18	0.016526026664317933	0.25812343983721914	0	0	11.301315789473684	46.36725051541852	ZEB1;SPNS2
Abnormal Platelet Activation MP:0006298	2/18	0.016526026664317933	0.25812343983721914	0	0	11.301315789473684	46.36725051541852	PTGIR;FCER1G
Small Kidney MP:0002989	7/238	0.016730277594721968	0.25812343983721914	0	0	2.7785421785421787	11.36572450679451	MYCN;B3GALT2;FGL2;GRIK3;WNT9B;TCF21;BMP7
Decreased pre-B Cell Number MP:0008209	3/49	0.0168377977715081	0.25812343983721914	0	0	5.917184265010352	24.16654416503228	CD79B;MYB;DSG3
Decreased Single-Positive T Cell Number MP:0008083	3/50	0.01777003059128288	0.26520318190176323	0	0	5.790949003714961	23.338925404161337	MYB;SPNS2;DSG3
Meteorism MP:0009247	2/19	0.018337597704883826	0.26520318190176323	0	0	10.635913312693498	42.530909377945065	ZEB1;DSG3
Decreased Coping Response MP:0003064	2/19	0.018337597704883826	0.26520318190176323	0	0	10.635913312693498	42.530909377945065	MAG;B3GALT2
Decreased Transitional Stage B Cell Number MP:0008190	2/19	0.018337597704883826	0.26520318190176323	0	0	10.635913312693498	42.530909377945065	CD79B;DSG3
Decreased Uterus Weight MP:0004905	2/19	0.018337597704883826	0.26520318190176323	0	0	10.635913312693498	42.530909377945065	EGR1;AQP4
Abnormal Sternebra Morphology MP:0004322	2/19	0.018337597704883826	0.26520318190176323	0	0	10.635913312693498	42.530909377945065	ZEB1;TASP1
Abnormal Vascular Wound Healing MP:0004883	3/51	0.018730519758697873	0.26835408215031625	0	0	5.669973544973545	22.552892515303665	EGR1;ZEB1;KLF5
Abnormal T Cell Differentiation MP:0002145	4/92	0.01896408072397093	0.26900627193826787	0	0	4.135880077369439	16.399627157287338	ZEB1;MYB;CCR9;PIK3CG
Decreased Body Weight MP:0001262	23/1316	0.01912699519978552	0.26900627193826787	0	0	1.6736592576321294	6.622091567971891	EGR1;PHF2;MAGEL2;NRN1;FOXI3;SPNS2;SLA2;BMP7;ZDBF2;NPPC;LIN28A;PPP1R13L;AKT2;B3GALT2;HNF4A;ADGRF5;SLITRK6;DRD1;DSG3;MARCHF9;MYOZ1;AP1M2;CC2D1A
Neonatal Lethality, Complete Penetrance MP:0011087	11/487	0.019658973373025034	0.2720253622442416	0	0	2.1344769952179767	8.386832654759754	NR4A2;TBX15;EFEMP2;MYCN;ZEB1;FOXI3;ECEL1;TCF21;WNT1;CC2D1A;WNT4
Increased Susceptibility To Age Related Obesity MP:0003212	2/20	0.02022889190857374	0.2720253622442416	0	0	10.044444444444444	39.17979596871874	ZEB1;SST
Cleft Upper Lip MP:0005170	2/20	0.02022889190857374	0.2720253622442416	0	0	10.044444444444444	39.17979596871874	ZEB1;WNT9B
Abnormal Leukocyte Morphology MP:0008246	2/20	0.02022889190857374	0.2720253622442416	0	0	10.044444444444444	39.17979596871874	EGR1;MYB
Abnormal Mesenteric Lymph Node Morphology MP:0005232	2/20	0.02022889190857374	0.2720253622442416	0	0	10.044444444444444	39.17979596871874	CCR9;LTB
Reduced Male Fertility MP:0001922	7/250	0.02126786618492377	0.28350990314337515	0	0	2.6394616839061285	10.163400237226828	MAGEL2;LIN28A;ZEB1;PPP1R13L;CA2;CMTM4;SCAI
Atrioventricular Block MP:0010519	2/21	0.02219794681466601	0.2835787705573583	0	0	9.515235457063712	36.23168995709275	DMPK;MYPN
Abnormal Basioccipital Bone Morphology MP:0000079	2/21	0.02219794681466601	0.2835787705573583	0	0	9.515235457063712	36.23168995709275	TBX15;BMP7
Abnormal Cervical Axis Morphology MP:0004608	2/21	0.02219794681466601	0.2835787705573583	0	0	9.515235457063712	36.23168995709275	TBX15;TASP1
Small Dorsal Root Ganglion MP:0000964	2/21	0.02219794681466601	0.2835787705573583	0	0	9.515235457063712	36.23168995709275	SHC2;MYCN
Abnormal Keratinocyte Physiology MP:0003453	2/21	0.02219794681466601	0.2835787705573583	0	0	9.515235457063712	36.23168995709275	CMTM4;DSG3
Abnormal Hindbrain Development MP:0006108	3/55	0.022855807906146018	0.28956986380265987	0	0	5.232600732600733	19.771643595575043	EGR1;TAF12;WNT1
Short Mandible MP:0000088	3/56	0.023958045520465068	0.29495447032778915	0	0	5.1335729260257565	19.155676247618494	TBX15;ZEB1;RFNG
Cleft Secondary Palate MP:0009890	4/99	0.024088201393987214	0.29495447032778915	0	0	3.82956326987682	14.269079605800805	MN1;PHC1;ZEB1;RFNG
Decreased Circulating Follicle Stimulating Hormone Level MP:0002790	2/22	0.02424283317762651	0.29495447032778915	0	0	9.038947368421052	33.62157816441893	NPEPPS;LIN28A
Abnormal Occipital Bone Morphology MP:0005269	2/22	0.02424283317762651	0.29495447032778915	0	0	9.038947368421052	33.62157816441893	TBX15;PHC1
Abnormal Small Intestinal Villus Morphology MP:0008108	2/22	0.02424283317762651	0.29495447032778915	0	0	9.038947368421052	33.62157816441893	KLF5;AP1M2
Abnormal Cardiac Muscle Relaxation MP:0004084	2/23	0.026361654502502663	0.3061546693358832	0	0	8.608020050125313	31.297424986340147	PIK3CG;MYPN
Abnormal Crista Ampullaris Morphology MP:0004249	2/23	0.026361654502502663	0.3061546693358832	0	0	8.608020050125313	31.297424986340147	ZEB1;SLITRK6
Abnormal Heart Shape MP:0000277	2/23	0.026361654502502663	0.3061546693358832	0	0	8.608020050125313	31.297424986340147	TCF21;RFFL
Abnormal Primitive Streak Formation MP:0002230	2/23	0.026361654502502663	0.3061546693358832	0	0	8.608020050125313	31.297424986340147	TLX2;HNF4A
Abnormal Respiration MP:0001943	2/23	0.026361654502502663	0.3061546693358832	0	0	8.608020050125313	31.297424986340147	FOXI3;ADGRF5
Abnormal Xiphoid Process Morphology MP:0000159	2/23	0.026361654502502663	0.3061546693358832	0	0	8.608020050125313	31.297424986340147	ZEB1;BMP7
Abnormal Renal Glomerulus Morphology MP:0005325	4/103	0.0273577318186414	0.31386225786233996	0	0	3.673973780356759	13.22173552034245	FGL2;TCF21;ESRRG;BMP7
Decreased Monocyte Cell Number MP:0000223	3/59	0.027434796186271072	0.31386225786233996	0	0	4.857709750566894	17.468048041355107	CNN2;SPNS2;ADGRF5
Aphakia MP:0003078	2/24	0.028552546539265033	0.3171815495992268	0	0	8.216267942583732	29.217123991608204	PPP1R13L;BMP7
Blistering MP:0001208	2/24	0.028552546539265033	0.3171815495992268	0	0	8.216267942583732	29.217123991608204	LAMC2;DSG3
Abnormal Impulse Conducting System Conduction MP:0003137	2/24	0.028552546539265033	0.3171815495992268	0	0	8.216267942583732	29.217123991608204	ESRRG;RGS6
Decreased Spleen White Pulp Amount MP:0008479	2/24	0.028552546539265033	0.3171815495992268	0	0	8.216267942583732	29.217123991608204	MYB;LTB
Increased IgE Level MP:0002497	3/61	0.02989395246846249	0.3218914097824267	0	0	4.689655172413793	16.461154295056634	FCER1G;NFATC2;DSG3
Decreased Birth Weight MP:0009674	4/106	0.029975651694660738	0.3218914097824267	0	0	3.5652899457655405	12.50479041605084	LIN28A;FOXI3;ESRRG;BMP7
Abnormal Basisphenoid Bone Morphology MP:0000106	2/25	0.03081367682242298	0.3218914097824267	0	0	7.85858123569794	27.346264538981572	ZEB1;BMP7
Polychromatophilia MP:0005097	2/25	0.03081367682242298	0.3218914097824267	0	0	7.85858123569794	27.346264538981572	MYB;KLF1
Dilated Heart Ventricle MP:0008022	2/25	0.03081367682242298	0.3218914097824267	0	0	7.85858123569794	27.346264538981572	PHC1;PPP1R13L
Abnormal Trophectoderm Morphology MP:0005028	2/25	0.03081367682242298	0.3218914097824267	0	0	7.85858123569794	27.346264538981572	KLF5;IL11RA
Increased Marginal Zone B Cell Number MP:0008181	2/25	0.03081367682242298	0.3218914097824267	0	0	7.85858123569794	27.346264538981572	CD79B;MYOZ1
Increased CD4-positive, Alpha-Beta T Cell Number MP:0008074	4/107	0.030880101842742494	0.3218914097824267	0	0	3.530468911381946	12.277711399530988	CD79B;PSTPIP1;SPNS2;ARHGEF1
Anemia MP:0001577	6/214	0.03173323709917468	0.3218914097824267	0	0	2.634305210918114	9.089382091248952	EGR1;DIAPH1;MYCN;MYB;MPL;KLF1
Decreased Corpora Lutea Number MP:0002680	2/26	0.03314324419029904	0.3218914097824267	0	0	7.530701754385965	25.65647114698775	AKT2;AQP4
Decreased Cranium Height MP:0008525	2/26	0.03314324419029904	0.3218914097824267	0	0	7.530701754385965	25.65647114698775	NPPC;TBX15
Embryonic Lethality At Implantation, Complete Penetrance MP:0011093	2/26	0.03314324419029904	0.3218914097824267	0	0	7.530701754385965	25.65647114698775	KLF5;TAF12
Decreased B Cell Proliferation MP:0005093	3/64	0.033793460439885195	0.3218914097824267	0	0	4.45823575331772	15.10221999659959	CD79B;ZEB1;ARHGEF1
Abnormal Cytokine Level MP:0008713	3/65	0.0351491744499222	0.3218914097824267	0	0	4.386072708653354	14.685247530670317	FCER1G;CEBPD;MCAM
Abnormal T Cell Subpopulation Ratio MP:0003944	2/27	0.035539478336005	0.3218914097824267	0	0	7.229052631578948	24.124152029342664	ZEB1;CCR9
Increased Monocyte Cell Number MP:0000220	5/165	0.03637156054903307	0.3218914097824267	0	0	2.846590909090909	9.433511504377247	DIAPH1;SPNS2;ARHGEF1;BMP7;PIK3CG
Sparse Hair MP:0000416	3/66	0.036532664470977194	0.3218914097824267	0	0	4.316200554295793	14.284675076988846	ZEB1;PPP1R13L;DSG3
Abnormal Response To Infection MP:0005025	3/66	0.036532664470977194	0.3218914097824267	0	0	4.316200554295793	14.284675076988846	KLF5;MCAM;PIK3CG
Hyperactivity MP:0001399	14/746	0.0374019679131834	0.3218914097824267	0	0	1.768803340087186	5.812344302848781	GALNT12;ZNF512B;TMEM151B;PDE4C;GRIK3;SLAIN2;NR4A2;NPEPPS;ZEB1;NSG2;B3GALT2;SLITRK6;DRD1;RGS8
Abnormal Cornea Stroma Morphology MP:0005300	2/28	0.03800063935205456	0.3218914097824267	0	0	6.950607287449393	22.72954436813136	ZEB1;SPNS2
Decreased Lumbar Vertebrae Number MP:0004647	2/28	0.03800063935205456	0.3218914097824267	0	0	6.950607287449393	22.72954436813136	SPNS2;BMP7
Abnormal Microglial Cell Physiology MP:0003691	2/28	0.03800063935205456	0.3218914097824267	0	0	6.950607287449393	22.72954436813136	EGR1;AQP4
Decreased Cardiac Muscle Contractility MP:0005140	4/115	0.038692652955797366	0.3218914097824267	0	0	3.2744872532106575	10.64897814688787	IVNS1ABP;PPP1R13L;ATP1A1;A1CF
Emphysema MP:0001958	2/29	0.040525017260899666	0.3218914097824267	0	0	6.692787524366472	21.45597774988249	EFEMP2;ADGRF5
