Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
High-Density Lipoprotein Particle Assembly (GO:0034380)	2/9	0.004150330437762313	0.38644692553720705	0	0	25.84511278195489	141.74926105810545	ZDHHC8;PRKACB
Metanephric Mesenchyme Development (GO:0072075)	2/10	0.0051503498855004146	0.38644692553720705	0	0	22.61315789473684	119.14173306229587	TCF21;WNT4
Canonical Wnt Signaling Pathway (GO:0060070)	4/63	0.005168520510312958	0.38644692553720705	0	0	6.179228272628921	32.53467990686045	NR4A2;WNT9B;WNT1;WNT4
Gland Development (GO:0048732)	4/67	0.006428060515521406	0.38644692553720705	0	0	5.785545423843296	29.200124580212414	PHF2;FOXI3;TCF21;WNT4
Kidney Development (GO:0001822)	4/67	0.006428060515521406	0.38644692553720705	0	0	5.785545423843296	29.200124580212414	GREB1L;TCF21;BMP7;WNT4
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	2/12	0.007444997132973384	0.38644692553720705	0	0	18.088421052631578	88.63711595432545	ADRA1D;DRD1
Catecholamine Metabolic Process (GO:0006584)	2/12	0.007444997132973384	0.38644692553720705	0	0	18.088421052631578	88.63711595432545	PEMT;DRD1
Substantia Nigra Development (GO:0021762)	3/38	0.008420326291246304	0.38644692553720705	0	0	7.781859410430839	37.17477272451953	NPPC;MAG;TTBK1
Erythrocyte Differentiation (GO:0030218)	3/40	0.009704425212306144	0.38644692553720705	0	0	7.36036036036036	34.11654574748175	MYB;HCLS1;KLF1
Negative Regulation of Epithelial Cell Differentiation (GO:0030857)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	ZEB1;SPRY1
Regulation of Steroid Biosynthetic Process (GO:0050810)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	EGR1;WNT4
Sodium-Independent Organic Anion Transport (GO:0043252)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	SLCO4C1;SLCO5A1
Embryonic Axis Specification (GO:0000578)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	TASOR;WNT1
Positive Regulation of mRNA Splicing, via Spliceosome (GO:0048026)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	DAZAP1;TRA2B
Positive Regulation of Potassium Ion Transport (GO:0043268)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	KCNH2;DRD1
Mammary Gland Epithelium Development (GO:0061180)	2/14	0.010117414143590076	0.38644692553720705	0	0	15.071929824561403	69.23286695308205	AKT2;WNT4
Positive Regulation of miRNA Transcription (GO:1902895)	3/41	0.010386835055850908	0.38644692553720705	0	0	7.16624895572264	32.729807856044914	EGR1;MYCN;MYB
Wnt Signaling Pathway (GO:0016055)	4/79	0.011380783514963851	0.38644692553720705	0	0	4.85645390070922	21.736657218008478	NR4A2;WNT9B;WNT1;WNT4
Arp2/3 Complex-Mediated Actin Nucleation (GO:0034314)	2/15	0.011589785958004336	0.38644692553720705	0	0	13.91174089068826	62.013408705038074	MAGEL2;JMY
B Cell Mediated Immunity (GO:0019724)	2/15	0.011589785958004336	0.38644692553720705	0	0	13.91174089068826	62.013408705038074	FCER1G;SLA2
Renal Water Homeostasis (GO:0003091)	2/15	0.011589785958004336	0.38644692553720705	0	0	13.91174089068826	62.013408705038074	AQP4;PRKACB
Mesonephric Tubule Development (GO:0072164)	2/15	0.011589785958004336	0.38644692553720705	0	0	13.91174089068826	62.013408705038074	TCF21;BMP7
Positive Regulation of Alcohol Biosynthetic Process (GO:1902932)	2/16	0.013150073025454212	0.40473727899722894	0	0	12.917293233082706	55.94903343977703	SCAP;WNT4
Ureteric Bud Development (GO:0001657)	2/16	0.013150073025454212	0.40473727899722894	0	0	12.917293233082706	55.94903343977703	TCF21;BMP7
Pharyngeal System Development (GO:0060037)	2/17	0.01479617497079863	0.40473727899722894	0	0	12.055438596491229	50.794223192858354	FOXI3;BMP7
poly(A)+ mRNA Export From Nucleus (GO:0016973)	2/17	0.01479617497079863	0.40473727899722894	0	0	12.055438596491229	50.794223192858354	ZC3H11C;ZC3H11B
Positive Regulation of mRNA Processing (GO:0050685)	2/17	0.01479617497079863	0.40473727899722894	0	0	12.055438596491229	50.794223192858354	DAZAP1;TRA2B
Epithelial to Mesenchymal Transition (GO:0001837)	3/47	0.01505784231363293	0.40473727899722894	0	0	6.186868686868687	25.95921220171208	TASOR;BMP7;WNT4
Positive Regulation of miRNA Metabolic Process (GO:2000630)	3/47	0.01505784231363293	0.40473727899722894	0	0	6.186868686868687	25.95921220171208	EGR1;MYCN;MYB
Adrenergic Receptor Signaling Pathway (GO:0071875)	2/18	0.016526026664317933	0.40473727899722894	0	0	11.301315789473684	46.36725051541852	ADRA1D;DRD1
Myeloid Cell Differentiation (GO:0030099)	3/49	0.0168377977715081	0.40473727899722894	0	0	5.917184265010352	24.16654416503228	MYB;HCLS1;KLF1
Nervous System Development (GO:0007399)	10/416	0.017453173296527277	0.40473727899722894	0	0	2.271964488713257	9.197443426663316	ZEB1;SLITRK6;SPOCK1;NRTN;NPTX1;DRD1;JRKL;RAPGEF5;SLC25A23;DCLK1
Actin Nucleation (GO:0045010)	2/19	0.018337597704883826	0.40473727899722894	0	0	10.635913312693498	42.530909377945065	MAGEL2;JMY
Positive Regulation of Embryonic Development (GO:0040019)	2/19	0.018337597704883826	0.40473727899722894	0	0	10.635913312693498	42.530909377945065	WNT1;WNT4
Regulation of Primary Metabolic Process (GO:0080090)	4/92	0.01896408072397093	0.40473727899722894	0	0	4.135880077369439	16.399627157287338	TAF12;ESRP2;TRA2B;ADGRF5
Positive Regulation of Cell Junction Assembly (GO:1901890)	3/52	0.019719313255591907	0.40473727899722894	0	0	5.553935860058309	21.805622794810972	CLSTN2;SLITRK6;DSG3
Multicellular Organismal-Level Water Homeostasis (GO:0050891)	2/20	0.02022889190857374	0.40473727899722894	0	0	10.044444444444444	39.17979596871874	AQP4;PRKACB
Intracellular Signaling Cassette (GO:0141124)	8/309	0.0217077981245415	0.40473727899722894	0	0	2.4401271125234727	9.345891134293131	CEBPD;PDE4C;CCR9;DEFB124;NRTN;NYAP2;RAPGEF5;PIK3CG
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	4/98	0.023309942685135525	0.40473727899722894	0	0	3.8705296514259846	14.548838245628028	CD79B;NFATC2;SLA2;LAX1
Endocrine System Development (GO:0035270)	2/22	0.02424283317762651	0.40473727899722894	0	0	9.038947368421052	33.62157816441893	FOXI3;WNT4
Hepaticobiliary System Development (GO:0061008)	2/22	0.02424283317762651	0.40473727899722894	0	0	9.038947368421052	33.62157816441893	PHF2;WNT4
Renal System Development (GO:0072001)	3/57	0.025088640724913683	0.40473727899722894	0	0	5.038212815990594	18.567527703159474	GREB1L;TCF21;WNT4
Positive Regulation of DNA-templated Transcription (GO:0045893)	20/1136	0.026278901112609932	0.40473727899722894	0	0	1.6752104692839878	6.096072304276377	KCNH2;EGR1;TAF12;NFATC2;TCF21;ESRRG;PRDM11;BMP7;KLF1;NR4A2;MYCN;KLF5;TLX2;MYB;TFEC;TASP1;HCLS1;EPC2;WNT1;WNT4
Regulation of Transcription by RNA Polymerase II (GO:0006357)	31/1986	0.029564748516546547	0.40473727899722894	0	0	1.500878461025242	5.2848520466525555	PHF2;MAGEL2;CEBPD;FOXI3;CTNND1;TCF21;SLA2;PRDM11;PPP1R13L;MYB;EPC2;MYOZ1;HOXC6;EGR1;TAF12;NFATC2;ESRRG;HIC1;KLF16;KLF1;NR4A2;TBX15;MYCN;ZEB1;KLF5;TLX2;JMY;TFEC;HCLS1;VGLL2;CC2D1A
Positive Regulation of GTPase Activity (GO:0043547)	4/106	0.029975651694660738	0.40473727899722894	0	0	3.5652899457655405	12.50479041605084	ARHGAP11A;RGS8;SLC25A23;RGS6
Negative Regulation of Mitotic Cell Cycle (GO:0045930)	2/25	0.03081367682242298	0.40473727899722894	0	0	7.85858123569794	27.346264538981572	BTG3;BMP7
Cellular Response to Hexose Stimulus (GO:0071331)	2/25	0.03081367682242298	0.40473727899722894	0	0	7.85858123569794	27.346264538981572	LIN28A;TRA2B
Positive Regulation of RNA Splicing (GO:0033120)	2/25	0.03081367682242298	0.40473727899722894	0	0	7.85858123569794	27.346264538981572	DAZAP1;TRA2B
Positive Regulation of Interleukin-12 Production (GO:0032735)	2/25	0.03081367682242298	0.40473727899722894	0	0	7.85858123569794	27.346264538981572	DEFB124;LTB
Regulation of Cell Morphogenesis (GO:0022604)	2/25	0.03081367682242298	0.40473727899722894	0	0	7.85858123569794	27.346264538981572	MACF1;ZMYM4
Fat Cell Differentiation (GO:0045444)	3/62	0.031165760470602395	0.40473727899722894	0	0	4.609900457358084	15.989141049776176	NR4A2;AKT2;ADGRF5
Cellular Response to Histamine (GO:0071420)	1/3	0.03276725478410939	0.40473727899722894	0	0	45.00523560209424	153.84254863298216	DIAPH1
Thrombopoietin-Mediated Signaling Pathway (GO:0038163)	1/3	0.03276725478410939	0.40473727899722894	0	0	45.00523560209424	153.84254863298216	MPL
B Cell Receptor Signaling Pathway (GO:0050853)	2/26	0.03314324419029904	0.40473727899722894	0	0	7.530701754385965	25.65647114698775	CD79B;NFATC2
Positive Regulation of Synapse Assembly (GO:0051965)	2/27	0.035539478336005	0.40473727899722894	0	0	7.229052631578948	24.124152029342664	CLSTN2;SLITRK6
Neuron Differentiation (GO:0030182)	5/166	0.03717861432216957	0.40473727899722894	0	0	2.828744145879696	9.312286735265188	NR4A2;WNT9B;SPOCK1;WNT1;WNT4
Generation of Neurons (GO:0048699)	5/167	0.037996614815383675	0.40473727899722894	0	0	2.8111177130784974	9.193080772121355	NR4A2;WNT9B;SPOCK1;WNT1;WNT4
Skeletal Muscle Organ Development (GO:0060538)	2/28	0.03800063935205456	0.40473727899722894	0	0	6.950607287449393	22.72954436813136	TCF21;MYOZ1
Negative Regulation of Developmental Growth (GO:0048640)	2/29	0.040525017260899666	0.40473727899722894	0	0	6.692787524366472	21.45597774988249	MAG;MYOZ1
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	2/29	0.040525017260899666	0.40473727899722894	0	0	6.692787524366472	21.45597774988249	EFEMP2;PTGIR
Regulation of Rho Protein Signal Transduction (GO:0035023)	3/70	0.0423420523397791	0.40473727899722894	0	0	4.0575692963752665	12.829930815983296	DOCK6;EPS8L1;SCAI
Negative Regulation of Lens Fiber Cell Differentiation (GO:1902747)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	SPRY1
Negative Regulation of Sterol Biosynthetic Process (GO:0106119)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	SCAP
Regulation of Skeletal Muscle Contraction (GO:0014819)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	DMPK
Galactolipid Biosynthetic Process (GO:0019375)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	B3GALT2
Galactosylceramide Biosynthetic Process (GO:0006682)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	B3GALT2
Interleukin-3-Mediated Signaling Pathway (GO:0038156)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	FCER1G
Intracellular Water Homeostasis (GO:0009992)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	AQP4
Prepulse Inhibition (GO:0060134)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	DRD1
Negative Regulation of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034316)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	GMFG
Regulation of Blood Vessel Branching (GO:1905553)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	CTNND1
Negative Regulation of Cholesterol Biosynthetic Process (GO:0045541)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	SCAP
Negative Regulation of Cholesterol Metabolic Process (GO:0090206)	1/4	0.04345057534821845	0.40473727899722894	0	0	30.001745200698082	94.08940875060455	SCAP
Positive Regulation of Protein Localization to Membrane (GO:1905477)	3/71	0.043862604671071746	0.40473727899722894	0	0	3.9976657329598506	12.499474070152564	AKT2;ZDHHC8;DSG3
Striated Muscle Tissue Development (GO:0014706)	2/31	0.0457567309612017	0.40473727899722894	0	0	6.230490018148821	19.217425425332674	MYOZ1;BMP7
Liver Development (GO:0001889)	2/31	0.0457567309612017	0.40473727899722894	0	0	6.230490018148821	19.217425425332674	PHF2;WNT4
Neuron Projection Extension (GO:1990138)	2/32	0.0484607925667418	0.40473727899722894	0	0	6.022456140350878	18.229975993466585	NRN1;DCLK1
Regulation of Protein Polymerization (GO:0032271)	2/32	0.0484607925667418	0.40473727899722894	0	0	6.022456140350878	18.229975993466585	HCLS1;TTBK1
Negative Regulation of Cell Cycle (GO:0045786)	3/74	0.04858560637165197	0.40473727899722894	0	0	3.828079588642969	11.577750930024314	BTG3;NPPC;BMP7
Central Nervous System Development (GO:0007417)	6/239	0.04975065495370085	0.40473727899722894	0	0	2.348193271493839	7.046297871416937	NR4A2;ZEB1;SPOCK1;NPTX1;JRKL;DCLK1
Cellular Response to Glucose Stimulus (GO:0071333)	2/33	0.051221521860154065	0.40473727899722894	0	0	5.827843803056028	17.317994340764958	LIN28A;TRA2B
Sarcomere Organization (GO:0045214)	2/33	0.051221521860154065	0.40473727899722894	0	0	5.827843803056028	17.317994340764958	MYOZ1;MYPN
Negative Regulation of DNA-templated Transcription (GO:0045892)	15/858	0.053267854076331944	0.40473727899722894	0	0	1.643746104509721	4.820157638331771	ZNF512B;MAGEL2;PHC1;CTNND1;TCF21;SLA2;PRDM11;BMP7;HIC1;NR4A2;ZEB1;MYB;TFEC;MYOZ1;WNT4
ADP Transport (GO:0015866)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	SLC25A23
C-X-C Chemokine Receptor CXCR4 Signaling Pathway (GO:0038159)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	ENTREP1
Regulation of Hormone Biosynthetic Process (GO:0046885)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	EGR1
Negative Regulation of Meiotic Cell Cycle (GO:0051447)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	NPPC
Negative Regulation of miRNA Processing (GO:1903799)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	LIN28A
Negative Regulation of Morphogenesis of an Epithelium (GO:1905331)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	CTNND1
Regulation of Lens Fiber Cell Differentiation (GO:1902746)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	SPRY1
Regulation of Long-Chain Fatty Acid Import Across Plasma Membrane (GO:0010746)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	AKT2
Regulation of Male Gonad Development (GO:2000018)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	WNT4
Regulation of Monoatomic Anion Transport (GO:0044070)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	CA2
Negative Regulation of Steroid Metabolic Process (GO:0045939)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	WNT4
Anterior/Posterior Axis Specification, Embryo (GO:0008595)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	TASOR
Regulation of Potassium Ion Export Across Plasma Membrane (GO:1903764)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	KCNH2
Neutrophil Extravasation (GO:0072672)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	PIK3CG
Pericardium Morphogenesis (GO:0003344)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	BMP7
Response to Catecholamine (GO:0071869)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	DRD1
Positive Regulation of Rac Protein Signal Transduction (GO:0035022)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	PIK3CG
Positive Regulation of Granulocyte Differentiation (GO:0030854)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	HCLS1
Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	ELOVL7
Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	ELOVL7
Tripartite Regional Subdivision (GO:0007351)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	TASOR
Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	ELOVL7
Positive Regulation of Microglial Cell Activation (GO:1903980)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	TTBK1
Galactosylceramide Metabolic Process (GO:0006681)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	B3GALT2
Vascular Wound Healing (GO:0061042)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	MCAM
Genomic Imprinting (GO:0071514)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	ZDBF2
Glycosylceramide Biosynthetic Process (GO:0046476)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	B3GALT2
Positive Regulation of Vitamin D Receptor Signaling Pathway (GO:0070564)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	MN1
Locomotor Rhythm (GO:0045475)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	EGR1
Membrane Repolarization During Ventricular Cardiac Muscle Cell Action Potential (GO:0098915)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	KCNH2
Negative Regulation of Calcium-Mediated Signaling (GO:0050849)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	SLA2
Regulation of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)	1/5	0.054016507981909864	0.40473727899722894	0	0	22.5	65.6654754547556	DEFB124
Positive Regulation of Bone Mineralization (GO:0030501)	2/35	0.056906743743437405	0.40473727899722894	0	0	5.474003189792663	15.690362107075098	BMP7;WNT4
Supramolecular Fiber Organization (GO:0097435)	7/311	0.05761768530278217	0.40473727899722894	0	0	2.1022403982930298	5.999637946305188	CNN2;EFEMP2;HCLS1;SLAIN2;DSG3;MYOZ1;NCKAP5
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	5/188	0.05773559748444465	0.40473727899722894	0	0	2.4854621431284882	7.0882431442802645	PTGIR;ADGRF5;ADRA1D;DRD1;PRKACB
Regulation of Potassium Ion Transport (GO:0043266)	2/36	0.05982818447601402	0.40473727899722894	0	0	5.312693498452012	14.962024034500493	KCNH2;DRD1
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491)	2/36	0.05982818447601402	0.40473727899722894	0	0	5.312693498452012	14.962024034500493	NYAP2;PIK3CG
Skeletal Muscle Tissue Development (GO:0007519)	2/36	0.05982818447601402	0.40473727899722894	0	0	5.312693498452012	14.962024034500493	TCF21;MYOZ1
Regulation of Axon Extension (GO:0030516)	2/36	0.05982818447601402	0.40473727899722894	0	0	5.312693498452012	14.962024034500493	MACF1;MAG
Regulation of Chemokine Production (GO:0032642)	2/36	0.05982818447601402	0.40473727899722894	0	0	5.312693498452012	14.962024034500493	EGR1;DEFB124
Negative Regulation of Cell-Substrate Adhesion (GO:0010812)	2/37	0.06280018838788042	0.40473727899722894	0	0	5.160601503759398	14.28349842186471	SPOCK1;WNT1
Regulation of Collagen Fibril Organization (GO:1904026)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	EFEMP2
Regulation of Cortisol Biosynthetic Process (GO:2000064)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	WNT4
Negative Regulation of Hematopoietic Progenitor Cell Differentiation (GO:1901533)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	MYB
Negative Regulation of Mitotic Nuclear Division (GO:0045839)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	BMP7
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	DRD1
Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class I (GO:0042590)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	FCER1G
Regulation of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	NFATC2
Cellular Response to Monoamine Stimulus (GO:0071868)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	DRD1
Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway (GO:0038146)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	ENTREP1
Positive Regulation of Astrocyte Differentiation (GO:0048711)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	TTBK1
Positive Regulation of Bicellular Tight Junction Assembly (GO:1903348)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	DSG3
Positive Regulation of Fibroblast Apoptotic Process (GO:2000271)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	PRDM11
Engulfment of Apoptotic Cell (GO:0043652)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	XKR6
Tight Junction Organization (GO:0120193)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	DSG3
Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	ELOVL7
Positive Regulation of Mitochondrial Calcium Ion Concentration (GO:0051561)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	SLC25A23
Lung Vasculature Development (GO:0060426)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	TCF21
Mammary Gland Epithelial Cell Differentiation (GO:0060644)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	AKT2
Regulation of Aldosterone Biosynthetic Process (GO:0032347)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	WNT4
Negative Regulation of Actin Nucleation (GO:0051126)	1/6	0.06446633448239324	0.40473727899722894	0	0	17.99895287958115	49.34614767606924	GMFG
Negative Regulation of Signal Transduction (GO:0009968)	6/256	0.06499231328731953	0.40473727899722894	0	0	2.1863225806451614	5.97628276297547	NR4A2;ENTREP1;PTGIR;CTNND1;SPRY1;HIC1
Neuron Projection Morphogenesis (GO:0048812)	4/137	0.0654767408439445	0.40473727899722894	0	0	2.7293233082706765	7.440299919335112	NRN1;SLITRK6;NYAP2;BMP7
Regulation of Microtubule-Based Process (GO:0032886)	2/38	0.06582129574659489	0.40473727899722894	0	0	5.0169590643274855	13.650201670412129	MACF1;DIAPH1
Regulation of RNA Splicing (GO:0043484)	3/84	0.06602359780139834	0.40473727899722894	0	0	3.353517538702724	9.113999012076752	TAF12;ESRP2;TRA2B
Regulation of Small GTPase Mediated Signal Transduction (GO:0051056)	4/139	0.06829165876215278	0.40473727899722894	0	0	2.6885736800630418	7.216044772070712	ARHGAP11A;DOCK6;EPS8L1;ARHGEF1
Regulation of Interleukin-12 Production (GO:0032655)	2/39	0.06889007261783106	0.40473727899722894	0	0	4.881081081081081	13.05807894769784	DEFB124;LTB
Neutrophil Chemotaxis (GO:0030593)	2/39	0.06889007261783106	0.40473727899722894	0	0	4.881081081081081	13.05807894769784	FCER1G;PIK3CG
Positive Regulation of Biomineral Tissue Development (GO:0070169)	2/39	0.06889007261783106	0.40473727899722894	0	0	4.881081081081081	13.05807894769784	BMP7;WNT4
Positive Regulation of Ossification (GO:0045778)	2/39	0.06889007261783106	0.40473727899722894	0	0	4.881081081081081	13.05807894769784	BMP7;WNT4
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	4/140	0.0697223234965182	0.40473727899722894	0	0	2.668648310387985	7.107236869783314	PTGIR;ADGRF5;ADRA1D;DRD1
Regulation of Epithelial Cell Migration (GO:0010632)	2/40	0.07200511043576321	0.40473727899722894	0	0	4.752354570637119	12.503531293161815	MACF1;RAB25
Regulation of Dopamine Receptor Signaling Pathway (GO:0060159)	1/7	0.0748013232941006	0.40473727899722894	0	0	14.99825479930192	38.88927038063299	RGS8
SREBP Signaling Pathway (GO:0032933)	1/7	0.0748013232941006	0.40473727899722894	0	0	14.99825479930192	38.88927038063299	SCAP
